game_id,season,season_type,week,team,opponent,off_plays,off_drives,off_ppa,off_total_ppa,off_success_rate,off_explosiveness,off_power_success,off_stuff_rate,off_line_yds,off_line_yds_total,off_second_lvl_yds,off_second_lvl_yds_total,off_open_field_yds,off_open_field_yds_total,off_standard_downs_ppa,off_standard_downs_success_rate,off_standard_downs_explosiveness,off_passing_downs_ppa,off_passing_downs_success_rate,off_passing_downs_explosiveness,off_rushing_plays_ppa,off_rushing_plays_total_ppa,off_rushing_plays_success_rate,off_rushing_plays_explosiveness,off_passing_plays_ppa,off_passing_plays_total_ppa,off_passing_plays_success_rate,off_passing_plays_explosiveness,def_plays,def_drives,def_ppa,def_total_ppa,def_success_rate,def_explosiveness,def_power_success,def_stuff_rate,def_line_yds,def_line_yds_total,def_second_lvl_yds,def_second_lvl_yds_total,def_open_field_yds,def_open_field_yds_total,def_standard_downs_ppa,def_standard_downs_success_rate,def_standard_downs_explosiveness,def_passing_downs_ppa,def_passing_downs_success_rate,def_passing_downs_explosiveness,def_rushing_plays_ppa,def_rushing_plays_total_ppa,def_rushing_plays_success_rate,def_rushing_plays_explosiveness,def_passing_plays_ppa,def_passing_plays_total_ppa,def_passing_plays_success_rate,def_passing_plays_explosiveness
401628319,2024,regular,1,Alabama,Western Kentucky,65,14,0.6713101824596565,43.63516185987767,0.49230769230769234,1.8654192229517153,0.625,0.14893617021276595,2.41063829787234,113,1.2340425531914894,58,3.7659574468085104,177,0.38577453313458526,0.46,1.4906035016209331,1.6230956802098937,0.6,2.8232816219081585,0.445090994676674,20.91927674980368,0.425531914893617,1.6798529499382475,1.2619936172263326,22.71588511007399,0.6666666666666666,2.1746963446408283,67,14,-0.26030523640492104,-17.440450839129706,0.14925373134328357,1.3837925679195786,1,0.34615384615384615,1.6461538461538463,43,0.38461538461538464,10,0,0,-0.39319153989785816,0.16129032258064516,0.9933554798226493,-0.14587536395266956,0.1388888888888889,1.774229656016508,-0.4157494347913279,-10.809485304574526,0.11538461538461539,0.8173898850207414,-0.16173086669646786,-6.630965534555182,0.17073170731707318,1.6265365748762233
401628319,2024,regular,1,Western Kentucky,Alabama,67,14,-0.26030523640492104,-17.440450839129706,0.14925373134328357,1.3837925679195786,1,0.34615384615384615,1.6461538461538463,43,0.38461538461538464,10,0,0,-0.39319153989785816,0.16129032258064516,0.9933554798226493,-0.14587536395266956,0.1388888888888889,1.774229656016508,-0.4157494347913279,-10.809485304574526,0.11538461538461539,0.8173898850207414,-0.16173086669646786,-6.630965534555182,0.17073170731707318,1.6265365748762233,65,14,0.6713101824596565,43.63516185987767,0.49230769230769234,1.8654192229517153,0.625,0.14893617021276595,2.41063829787234,113,1.2340425531914894,58,3.7659574468085104,177,0.38577453313458526,0.46,1.4906035016209331,1.6230956802098937,0.6,2.8232816219081585,0.445090994676674,20.91927674980368,0.425531914893617,1.6798529499382475,1.2619936172263326,22.71588511007399,0.6666666666666666,2.1746963446408283
401628320,2024,regular,1,Arkansas,Arkansas-Pine Bluff,70,10,0.7892002562904246,55.24401794032972,0.7428571428571429,1.2402575527985085,0.75,0.06060606060606061,4.618181818181818,152,1.696969696969697,56,2.696969696969697,89,0.666395729529824,0.7413793103448276,1.0811140753157065,1.3827554689666608,0.75,2.0006097229941178,0.8534109998066075,28.162562993618046,0.7575757575757576,1.22112870768137,0.7319312147759912,27.081454946711673,0.7297297297297297,1.2579694464254882,46,11,-0.14565570751418078,-6.700162545652316,0.2608695652173913,1.4042679065159835,1,0.42105263157894735,1.0789473684210527,21,0.5789473684210527,11,0.05263157894736842,1,-0.4123138968620614,0.2692307692307692,0.8427342734349434,0.20099993863806398,0.25,2.19041499282944,-0.5124612068546105,-9.7367629302376,0.2631578947368421,0.5631754287562142,0.11246668091056602,3.0366003845852827,0.25925925925925924,2.0050482477729616
401628320,2024,regular,1,Arkansas-Pine Bluff,Arkansas,46,11,-0.14565570751418078,-6.700162545652316,0.2608695652173913,1.4042679065159835,1,0.42105263157894735,1.0789473684210527,21,0.5789473684210527,11,0.05263157894736842,1,-0.4123138968620614,0.2692307692307692,0.8427342734349434,0.20099993863806398,0.25,2.19041499282944,-0.5124612068546105,-9.7367629302376,0.2631578947368421,0.5631754287562142,0.11246668091056602,3.0366003845852827,0.25925925925925924,2.0050482477729616,70,10,0.7892002562904246,55.24401794032972,0.7428571428571429,1.2402575527985085,0.75,0.06060606060606061,4.618181818181818,152,1.696969696969697,56,2.696969696969697,89,0.666395729529824,0.7413793103448276,1.0811140753157065,1.3827554689666608,0.75,2.0006097229941178,0.8534109998066075,28.162562993618046,0.7575757575757576,1.22112870768137,0.7319312147759912,27.081454946711673,0.7297297297297297,1.2579694464254882
401628321,2024,regular,1,Alabama A&M,Auburn,70,15,-0.19945365161084674,-13.961755612759271,0.24285714285714285,1.3728300766067616,0.3333333333333333,0.36363636363636365,1.3666666666666667,45,0.21212121212121213,7,0,0,-0.3491236165111664,0.28888888888888886,0.9501669613352495,0.06995228520972865,0.16,2.746485201239176,-0.40321326171777744,-13.306037636686655,0.21212121212121213,0.4268610873758033,0.1711576844134504,6.161676638884214,0.2777777777777778,2.035008369068432,44,13,0.8857187166902177,38.971623534369584,0.6136363636363636,1.7126369625745639,1,0,5,90,2.111111111111111,38,4.5,81,0.7626803274530521,0.6285714285714286,1.5250986232247234,1.3642013415014176,0.5555555555555556,2.537805655713861,0.5326919573247847,9.588455231846124,0.7222222222222222,0.8257733110672786,1.1301218577893637,29.38316830252346,0.5384615384615384,2.536153210402757
401628321,2024,regular,1,Auburn,Alabama A&M,44,13,0.8857187166902177,38.971623534369584,0.6136363636363636,1.7126369625745639,1,0,5,90,2.111111111111111,38,4.5,81,0.7626803274530521,0.6285714285714286,1.5250986232247234,1.3642013415014176,0.5555555555555556,2.537805655713861,0.5326919573247847,9.588455231846124,0.7222222222222222,0.8257733110672786,1.1301218577893637,29.38316830252346,0.5384615384615384,2.536153210402757,70,15,-0.19945365161084674,-13.961755612759271,0.24285714285714285,1.3728300766067616,0.3333333333333333,0.36363636363636365,1.3666666666666667,45,0.21212121212121213,7,0,0,-0.3491236165111664,0.28888888888888886,0.9501669613352495,0.06995228520972865,0.16,2.746485201239176,-0.40321326171777744,-13.306037636686655,0.21212121212121213,0.4268610873758033,0.1711576844134504,6.161676638884214,0.2777777777777778,2.035008369068432
401628322,2024,regular,1,Florida,Miami,54,12,-0.054250009657012134,-2.929500521478655,0.4074074074074074,1.1483586584419316,1,0.28,2.396,60,1.36,34,2.84,71,0.0513600465871419,0.4857142857142857,1.07537891296432,-0.24879485010676955,0.2631578947368421,1.396489793065811,0.24160077014030032,6.0400192535075075,0.48,1.262801852409266,-0.3092937853443504,-8.969519774986162,0.3448275862068966,1.0110268256811306,69,12,0.4198449599788256,28.969302238538965,0.4782608695652174,1.2878748177133368,1,0.09375,3.290625,105,0.875,28,0.71875,23,0.31103955612416284,0.5098039215686274,0.9497188073952556,0.7281269375670368,0.3888888888888889,2.543882856037638,0.21241305907855174,6.7972178905136555,0.4375,0.8727093969957387,0.599245522919603,22.17208434802531,0.5135135135135135,1.5937861803473565
401628322,2024,regular,1,Miami,Florida,69,12,0.4198449599788256,28.969302238538965,0.4782608695652174,1.2878748177133368,1,0.09375,3.290625,105,0.875,28,0.71875,23,0.31103955612416284,0.5098039215686274,0.9497188073952556,0.7281269375670368,0.3888888888888889,2.543882856037638,0.21241305907855174,6.7972178905136555,0.4375,0.8727093969957387,0.599245522919603,22.17208434802531,0.5135135135135135,1.5937861803473565,54,12,-0.054250009657012134,-2.929500521478655,0.4074074074074074,1.1483586584419316,1,0.28,2.396,60,1.36,34,2.84,71,0.0513600465871419,0.4857142857142857,1.07537891296432,-0.24879485010676955,0.2631578947368421,1.396489793065811,0.24160077014030032,6.0400192535075075,0.48,1.262801852409266,-0.3092937853443504,-8.969519774986162,0.3448275862068966,1.0110268256811306
401628323,2024,regular,1,Clemson,Georgia,52,11,-0.1274414036010846,-6.6269529872564,0.34615384615384615,0.7689007521038503,0.6,0.2857142857142857,2.419047619047619,51,0.5238095238095238,11,0,0,-0.10253658626897733,0.42105263157894735,0.6760739764018696,-0.19504019350251867,0.14285714285714285,1.5115149577196965,-0.11352455667913791,-2.384015690261896,0.38095238095238093,0.509319339275079,-0.13686894506433883,-4.242937296994504,0.3225806451612903,0.9765658823668675,60,11,0.38172962457577886,22.903777474546732,0.4166666666666667,1.658027416168467,1,0.19230769230769232,3.373076923076923,88,1.3846153846153846,36,2.3461538461538463,61,0.348387949934654,0.48717948717948717,1.3322111217021162,0.44364987748072504,0.2857142857142857,2.689779015311911,0.287623272718818,7.478205090689267,0.38461538461538464,1.3462855682092647,0.45369330540757247,15.425572383857464,0.4411764705882353,1.865855314807935
401628323,2024,regular,1,Georgia,Clemson,60,11,0.38172962457577886,22.903777474546732,0.4166666666666667,1.658027416168467,1,0.19230769230769232,3.373076923076923,88,1.3846153846153846,36,2.3461538461538463,61,0.348387949934654,0.48717948717948717,1.3322111217021162,0.44364987748072504,0.2857142857142857,2.689779015311911,0.287623272718818,7.478205090689267,0.38461538461538464,1.3462855682092647,0.45369330540757247,15.425572383857464,0.4411764705882353,1.865855314807935,52,11,-0.1274414036010846,-6.6269529872564,0.34615384615384615,0.7689007521038503,0.6,0.2857142857142857,2.419047619047619,51,0.5238095238095238,11,0,0,-0.10253658626897733,0.42105263157894735,0.6760739764018696,-0.19504019350251867,0.14285714285714285,1.5115149577196965,-0.11352455667913791,-2.384015690261896,0.38095238095238093,0.509319339275079,-0.13686894506433883,-4.242937296994504,0.3225806451612903,0.9765658823668675
401628324,2024,regular,1,Kentucky,Southern Miss,40,7,0.36306115837543357,14.522446335017342,0.5,1.4122806510412114,1,0.09090909090909091,4.277272727272727,94,2.2727272727272725,50,0.9545454545454546,21,0.12039621486196685,0.4666666666666667,1.1490842798415282,1.0910559889158338,0.6,2.0264055171738056,0.29053413461843103,6.391750961605482,0.5454545454545454,0.8020872644850121,0.4517052985228811,8.13069537341186,0.4444444444444444,2.3275707308755105,31,7,-0.11888345405704023,-3.685387075768247,0.3870967741935484,0.9616799899123618,1,0.4,1.57,16,0.4,4,0,0,-0.07268199173952027,0.45,0.6992396207893299,-0.20288611281616745,0.2727272727272727,1.7490010972814576,-0.042183498989929166,-0.4218349898992917,0.4,0.5265347069400628,-0.155407242184236,-3.2635520858689557,0.38095238095238093,1.1792526313985112
401628324,2024,regular,1,Southern Miss,Kentucky,31,7,-0.11888345405704023,-3.685387075768247,0.3870967741935484,0.9616799899123618,1,0.4,1.57,16,0.4,4,0,0,-0.07268199173952027,0.45,0.6992396207893299,-0.20288611281616745,0.2727272727272727,1.7490010972814576,-0.042183498989929166,-0.4218349898992917,0.4,0.5265347069400628,-0.155407242184236,-3.2635520858689557,0.38095238095238093,1.1792526313985112,40,7,0.36306115837543357,14.522446335017342,0.5,1.4122806510412114,1,0.09090909090909091,4.277272727272727,94,2.2727272727272725,50,0.9545454545454546,21,0.12039621486196685,0.4666666666666667,1.1490842798415282,1.0910559889158338,0.6,2.0264055171738056,0.29053413461843103,6.391750961605482,0.5454545454545454,0.8020872644850121,0.4517052985228811,8.13069537341186,0.4444444444444444,2.3275707308755105
