"id","season","week","seasonType","startTime","gameIndoors","homeTeam","homeConference","awayTeam","awayConference","venueId","venue","temperature","dewPoint","humidity","precipitation","snowfall","windDirection","windSpeed","pressure","weatherConditionCode","weatherCondition"
401643711,2024,4,"regular","2024-09-22T00:30:00.000Z",FALSE,"New Mexico","Mountain West","Fresno State","Mountain West",3971,"University Stadium (NM)",65.3,42.3,43,0,0,20,19.9,1018,2,"Fair"
401628494,2024,4,"regular","2024-09-21T19:30:00.000Z",FALSE,"Virginia Tech","ACC","Rutgers","Big Ten",3799,"Lane Stadium",82.2,66.6,59,0,0,260,4.7,1017,2,"Fair"
401628500,2024,5,"regular","2024-09-29T03:00:00.000Z",FALSE,"UCLA","Big Ten","Oregon","Big Ten",1056,"Rose Bowl",64.2,55.4,73,0,0,110,5.6,1012,1,"Clear"
401628502,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"USC","Big Ten","Wisconsin","Big Ten",477,"Los Angeles Memorial Coliseum",77.7,56.5,48,0,0,225,10.1,1011.1,1,"Clear"
401641035,2024,5,"regular","2024-09-29T00:00:00.000Z",FALSE,"New Mexico State","Conference USA","New Mexico","Mountain West",3601,"Aggie Memorial Stadium",87.8,33.1,14,0,0,130,11.8,1020,3,"Cloudy"
401635565,2024,5,"regular","2024-09-28T16:00:00.000Z",TRUE,"Syracuse","ACC","Holy Cross","Patriot",1964,"JMA Wireless Dome",74.5,59.7,60,0,0,80,3.4,1013.7,3,"Cloudy"
401628497,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"Michigan","Big Ten","Minnesota","Big Ten",3558,"Michigan Stadium",64.4,63.3,96,0.063,0,40,8.1,1010,9,"Heavy Rain"
401643719,2024,5,"regular","2024-09-29T02:00:00.000Z",FALSE,"Boise State","Mountain West","Washington State","Pac-12",3653,"Albertsons Stadium",75.6,43.7,32,0,0,220,5.8,1008,1,"Clear"
401635560,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"Boston College","ACC","Western Kentucky","Conference USA",3615,"Alumni Stadium (Chestnut Hill, MA)",66.6,58.8,76,0,0,70,9.2,1017.6,3,"Cloudy"
401636882,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"Kansas","Big 12","TCU","Big 12",3622,"GEHA Field at Arrowhead Stadium",83.7,51.4,33,0,0,10,16.2,1012.5,3,"Cloudy"
401635659,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"Wake Forest","ACC","Louisiana","Sun Belt",3630,"Allegacy Federal Credit Union Stadium",78.3,63.3,60,0,0,170,7,1009.2,3,"Cloudy"
401628495,2024,5,"regular","2024-09-28T23:30:00.000Z",FALSE,"Penn State","Big Ten","Illinois","Big Ten",3632,"Beaver Stadium",66.6,66.6,100,0,0,80,5.8,1013,5,"Fog"
401643712,2024,4,"regular","2024-09-22T03:59:00.000Z",FALSE,"Hawai'i","Mountain West","Northern Iowa","MVFC",7220,"Clarence T.C. Ching Athletics Complex",77.4,67.6,72,0,0,60,21.5,1014.4,2,"Fair"
401636883,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"Kansas State","Big 12","Oklahoma State","Big 12",3636,"Bill Snyder Family Stadium",81,53.6,39,0,0,30,11.4,1016.7,2,"Fair"
401643793,2024,5,"regular","2024-09-28T17:30:00.000Z",FALSE,"James Madison","Sun Belt","Ball State","Mid-American",3651,"Bridgeforth Stadium",76.5,62.1,61,0,0,180,8.1,1010,2,"Fair"
401636885,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"UCF","Big 12","Colorado","Big 12",3652,"FBC Mortgage Stadium",84.4,78.6,83,0.004,0,160,6.8,1012,7,"Light Rain"
401628374,2024,5,"regular","2024-09-28T23:30:00.000Z",FALSE,"Alabama","SEC","Georgia","SEC",3657,"Bryant-Denny Stadium",71.8,63.9,76,0,0,0,0,1009.2,3,"Cloudy"
401628501,2024,5,"regular","2024-09-28T00:00:00.000Z",FALSE,"Rutgers","Big Ten","Washington","Big Ten",6577,"SHI Stadium",67.5,62.4,84,0.024,0,140,7,1016,8,"Rain"
401634767,2024,5,"regular","2024-09-27T23:30:00.000Z",FALSE,"Miami","ACC","Virginia Tech","ACC",3948,"Hard Rock Stadium",84,74.8,74,0,0,200,7,1011.8,3,"Cloudy"
401645337,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"Tulane","American Athletic","South Florida","American Athletic",4729,"Yulman Stadium",79.3,62.2,56,0,0,276,11.6,1010.9,1,"Clear"
401635561,2024,5,"regular","2024-09-28T23:00:00.000Z",FALSE,"Clemson","ACC","Stanford","ACC",3836,"Memorial Stadium (Clemson, SC)",72.7,64.8,76,0,0,237,5.8,1008.5,3,"Cloudy"
401628498,2024,5,"regular","2024-09-28T23:30:00.000Z",FALSE,"Michigan State","Big Ten","Ohio State","Big Ten",3936,"Spartan Stadium",69.1,60.8,75,0,0,30,9.2,1012.1,3,"Cloudy"
401628980,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"Notre Dame","FBS Independents","Louisville","ACC",3855,"Notre Dame Stadium",70,66,87,0,0,30,8.1,1011,3,"Cloudy"
401644738,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"Ohio","Mid-American","Akron","Mid-American",3876,"Peden Stadium",74.8,60.4,61,0.016,0,0,0,1009,8,"Rain"
401628376,2024,5,"regular","2024-09-28T23:45:00.000Z",FALSE,"LSU","SEC","South Alabama","Sun Belt",3958,"Tiger Stadium (LA)",84.4,66.4,55,0,0,238,5.3,1009,1,"Clear"
401628377,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"Ole Miss","SEC","Kentucky","SEC",3974,"Vaught-Hemingway Stadium",67.8,58.8,73,0,0,290,9.2,1009,3,"Cloudy"
401643794,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"Marshall","Sun Belt","Western Michigan","Mid-American",3775,"Joan C. Edwards Stadium",70.9,66.9,87,0.035,0,330,6.8,1008,8,"Rain"
401643796,2024,5,"regular","2024-09-28T23:00:00.000Z",FALSE,"Troy","Sun Belt","UL Monroe","Sun Belt",3975,"Veterans Memorial Stadium (AL)",72.7,67.6,84,0,0,0,0,1009,3,"Cloudy"
401635562,2024,5,"regular","2024-09-28T20:00:00.000Z",FALSE,"Duke","ACC","North Carolina","ACC",3982,"Wallace Wade Stadium",84.6,64.4,51,0,0,160,9.3,1010,2,"Fair"
401641041,2024,5,"regular","2024-09-28T19:00:00.000Z",TRUE,"Sam Houston","Conference USA","Texas State","Sun Belt",3891,"NRG Stadium",88.5,54.1,31,0,0,300,6.8,1011,1,"Clear"
401629032,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"UConn","FBS Independents","Buffalo","Mid-American",3892,"Pratt & Whitney Stadium",73.9,59.2,60,0,0,90,8.1,1015.6,3,"Cloudy"
401645333,2024,5,"regular","2024-09-28T23:00:00.000Z",FALSE,"Rice","American Athletic","Charlotte","American Athletic",3895,"Rice Stadium",90.3,52.9,28,0,0,310,12.7,1010,1,"Clear"
401629043,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"Miami (OH)","Mid-American","Massachusetts","FBS Independents",3996,"Yager Stadium",70.7,66.9,88,0.043,0,90,8.1,1008,9,"Heavy Rain"
401628375,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"Auburn","SEC","Oklahoma","SEC",3785,"Jordan-Hare Stadium",77.4,64.2,64,0,0,240,7,1008.4,3,"Cloudy"
401643721,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"Central Michigan","Mid-American","San Diego State","Mountain West",3786,"Kelly/Shorts Stadium",76.3,59.9,57,0,0,50,11.4,1012,3,"Cloudy"
401643792,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"Georgia State","Sun Belt","Georgia Southern","Sun Belt",4246,"Center Parc Stadium",75.6,60.6,60,0,0,240,8.1,1007.9,3,"Cloudy"
401635563,2024,5,"regular","2024-09-29T00:00:00.000Z",FALSE,"SMU","ACC","Florida State","ACC",3735,"Gerald J. Ford Stadium",81.9,51.4,35,0,0,30,5.8,1011.7,3,"Cloudy"
401636884,2024,5,"regular","2024-09-29T00:00:00.000Z",FALSE,"Texas Tech","Big 12","Cincinnati","Big 12",3784,"Jones AT&T Stadium",75.2,49.8,41,0,0,60,8.1,1015.7,1,"Clear"
401643718,2024,5,"regular","2024-09-29T00:00:00.000Z",FALSE,"Wyoming","Mountain West","Air Force","Mountain West",3984,"War Memorial Stadium",71.2,33.6,25,0,0,150,15,1016.9,1,"Clear"
401645336,2024,5,"regular","2024-09-28T23:00:00.000Z",FALSE,"North Texas","American Athletic","Tulsa","American Athletic",3825,"DATCU Stadium",84.9,50.9,31,0,0,350,7,1011.5,3,"Cloudy"
401636880,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"Baylor","Big 12","BYU","Big 12",4727,"McLane Stadium",86.5,53.2,32,0,0,350,11.4,1014.7,1,"Clear"
401636881,2024,5,"regular","2024-09-28T23:00:00.000Z",FALSE,"Houston","Big 12","Iowa State","Big 12",4728,"TDECU Stadium",90.3,52.9,28,0,0,310,12.7,1010,1,"Clear"
401645334,2024,5,"regular","2024-09-28T20:00:00.000Z",FALSE,"East Carolina","American Athletic","UTSA","American Athletic",3699,"Dowdy-Ficklen Stadium",85.8,62.6,46,0,0,220,11.4,1010,1,"Clear"
401628496,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"Indiana","Big Ten","Maryland","Big Ten",3830,"Memorial Stadium (Bloomington, IN)",66.4,64.2,93,0.035,0,50,10.3,1005,5,"Fog"
401641018,2024,5,"regular","2024-09-28T22:00:00.000Z",FALSE,"Kennesaw State","Conference USA","UT Martin","Big South-OVC",4899,"Fifth Third Stadium",70,66.2,88,0,0,260,8.1,1010,3,"Cloudy"
401636886,2024,5,"regular","2024-09-29T02:15:00.000Z",FALSE,"Utah","Big 12","Arizona","Big 12",587,"Rice-Eccles Stadium",75.6,43.5,32,0,0,150,5.6,1016,1,"Clear"
401635564,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"NC State","ACC","Northern Illinois","Mid-American",3670,"Carter-Finley Stadium",82.6,62.6,51,0,0,220,12.4,1012,2,"Fair"
401628373,2024,5,"regular","2024-09-28T19:30:00.000Z",TRUE,"Texas A&M","SEC","Arkansas","SEC",3687,"AT&T Stadium",86,50,29,0,0,360,7,1013,1,"Clear"
401644739,2024,5,"regular","2024-09-28T19:30:00.000Z",FALSE,"Kent State","Mid-American","Eastern Michigan","Mid-American",3696,"Dix Stadium",72.3,64.8,77,0,0,70,5.8,1010,3,"Cloudy"
401643715,2024,4,"regular","2024-09-21T18:00:00.000Z",FALSE,"Temple","American Athletic","Utah State","Mountain West",3806,"Lincoln Financial Field",80.1,60.3,51,0,0,120,7,1013.6,3,"Cloudy"
401643795,2024,5,"regular","2024-09-28T21:00:00.000Z",FALSE,"Bowling Green","Mid-American","Old Dominion","Sun Belt",3700,"Doyt L. Perry Stadium",73.8,65.7,76,0,0,50,13.9,1009.5,3,"Cloudy"
401645335,2024,5,"regular","2024-09-28T22:00:00.000Z",FALSE,"Florida Atlantic","American Athletic","Wagner","NEC",3715,"FAU Stadium",86,78.8,79,0.004,0,160,9.2,1013,17,"Rain Shower"
401628499,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"Purdue","Big Ten","Nebraska","Big Ten",3907,"Ross-Ade Stadium",73.8,65.7,76,0,0,30,11.4,1007.1,3,"Cloudy"
401628378,2024,5,"regular","2024-09-28T20:15:00.000Z",FALSE,"Texas","SEC","Mississippi State","SEC",3910,"DKR-Texas Memorial Stadium",94.5,51.1,23,0,0,10,9.2,1010.9,1,"Clear"
401641025,2024,5,"regular","2024-09-28T23:30:00.000Z",FALSE,"Memphis","American Athletic","Middle Tennessee","Conference USA",3805,"Simmons Bank Liberty Stadium",68.2,66,93,0,0,0,0,1009.3,4,"Overcast"
401636891,2024,6,"regular","2024-10-04T23:30:00.000Z",FALSE,"TCU","Big 12","Houston","Big 12",3616,"Amon G. Carter Stadium",86.4,50.4,29,0,0,80,11.4,1017.4,1,"Clear"
401628510,2024,6,"regular","2024-10-05T16:00:00.000Z",FALSE,"Penn State","Big Ten","UCLA","Big Ten",3632,"Beaver Stadium",66.6,50.4,56,0,0,40,7,1025,1,"Clear"
401628380,2024,6,"regular","2024-10-05T23:45:00.000Z",FALSE,"Florida","SEC","UCF","Big 12",3634,"Ben Hill Griffin Stadium",75.2,73.9,96,0.035,0,60,5.6,1016,8,"Rain"
401645332,2024,5,"regular","2024-09-28T16:00:00.000Z",FALSE,"UAB","American Athletic","Navy","American Athletic",7221,"Protective Stadium",71.2,62.2,73,0.008,0,240,9.2,1008.8,4,"Overcast"
401641029,2024,6,"regular","2024-10-04T01:00:00.000Z",FALSE,"UTEP","Conference USA","Sam Houston","Conference USA",3946,"Sun Bowl",82.6,36.1,19,0,0,150,9.3,1015,1,"Clear"
401636890,2024,6,"regular","2024-10-05T20:00:00.000Z",FALSE,"Oklahoma State","Big 12","West Virginia","Big 12",3646,"Boone Pickens Stadium",93.6,49.1,22,0,0,180,17.4,1016,1,"Clear"
401643723,2024,6,"regular","2024-10-05T23:00:00.000Z",FALSE,"Boise State","Mountain West","Utah State","Mountain West",3653,"Albertsons Stadium",72.1,23.5,16,0,0,330,5.6,1023,1,"Clear"
401643798,2024,6,"regular","2024-10-05T23:00:00.000Z",FALSE,"Coastal Carolina","Sun Belt","Old Dominion","Sun Belt",3654,"Brooks Stadium (SC)",69.8,68,94,0,0,138,4.9,1019,2,"Fair"
401644684,2024,6,"regular","2024-10-05T19:30:00.000Z",FALSE,"Toledo","Mid-American","Miami (OH)","Mid-American",3739,"Glass Bowl",68.5,48,48,0,0,90,5.8,1022,1,"Clear"
401635572,2024,6,"regular","2024-10-05T16:00:00.000Z",FALSE,"North Carolina","ACC","Pittsburgh","ACC",3787,"Kenan Stadium",82,66.7,60,0,0,30,10.3,1020.5,2,"Fair"
401641001,2024,6,"regular","2024-10-04T23:00:00.000Z",FALSE,"Kennesaw State","Conference USA","Jacksonville State","Conference USA",4899,"Fifth Third Stadium",75.4,66.6,74,0,0,90,3.7,1022,3,"Cloudy"
401643797,2024,6,"regular","2024-10-03T23:00:00.000Z",FALSE,"Troy","Sun Belt","Texas State","Sun Belt",3975,"Veterans Memorial Stadium (AL)",75.6,69.6,82,0,0,40,3.4,1016.1,2,"Fair"
401628509,2024,6,"regular","2024-10-05T16:00:00.000Z",FALSE,"Wisconsin","Big Ten","Purdue","Big Ten",347,"Camp Randall Stadium",72,54.5,54,0,0,151,14.1,1017,1,"Clear"
401636887,2024,6,"regular","2024-10-06T03:00:00.000Z",FALSE,"Arizona","Big 12","Texas Tech","Big 12",3619,"Arizona Stadium",88.5,31.6,13,0,0,270,3.7,1016,1,"Clear"
401643722,2024,6,"regular","2024-10-05T16:00:00.000Z",FALSE,"Air Force","Mountain West","Navy","American Athletic",3713,"Falcon Stadium",78.4,12.4,8,0,0,260,11.4,1014.9,1,"Clear"
401628504,2024,6,"regular","2024-10-05T19:30:00.000Z",FALSE,"Ohio State","Big Ten","Iowa","Big Ten",3861,"Ohio Stadium",79.5,50.4,36,0,0,152,4,1021,1,"Clear"
401635571,2024,6,"regular","2024-10-05T16:00:00.000Z",FALSE,"Louisville","ACC","SMU","ACC",3873,"L&N Federal Credit Union Stadium",81.1,55.9,42,0,0,0,0,1022.4,2,"Fair"
401628379,2024,6,"regular","2024-10-05T23:30:00.000Z",FALSE,"Arkansas","SEC","Tennessee","SEC",3887,"Razorback Stadium",78.6,57.9,49,0,0,160,3.7,1017,1,"Clear"
401629033,2024,6,"regular","2024-10-05T19:30:00.000Z",FALSE,"UConn","FBS Independents","Temple","American Athletic",3892,"Pratt & Whitney Stadium",75,40.6,29,0,0,310,13.7,1019.2,1,"Clear"
401643724,2024,6,"regular","2024-10-05T22:30:00.000Z",FALSE,"Oregon State","Pac-12","Colorado State","Mountain West",3893,"Reser Stadium",70,51.1,51,0,0,50,8.1,1020,1,"Clear"
401628381,2024,6,"regular","2024-10-05T19:30:00.000Z",FALSE,"Georgia","SEC","Auburn","SEC",3917,"Sanford Stadium",83.7,65.8,55,0,0,77,4.7,1018.1,2,"Fair"
401644741,2024,6,"regular","2024-10-05T18:00:00.000Z",FALSE,"Ball State","Mid-American","Western Michigan","Mid-American",3919,"Scheumann Stadium",80.1,52.9,39,0,0,158,5.8,1020.9,1,"Clear"
401635567,2024,6,"regular","2024-10-05T16:00:00.000Z",FALSE,"Virginia","ACC","Boston College","ACC",3923,"Scott Stadium",78.4,57.2,48,0,0,60,9.2,1021.8,1,"Clear"
401628382,2024,6,"regular","2024-10-05T19:30:00.000Z",FALSE,"South Carolina","SEC","Ole Miss","SEC",3994,"Williams-Brice Stadium",84,64,51,0,0,68,3.4,1018.2,3,"Cloudy"
401636888,2024,6,"regular","2024-10-06T00:00:00.000Z",FALSE,"Arizona State","Big 12","Kansas","Big 12",3947,"Mountain America Stadium",105.6,20.8,5,0,0,300,5.6,1010,2,"Fair"
401645340,2024,6,"regular","2024-10-05T19:30:00.000Z",FALSE,"Charlotte","American Athletic","East Carolina","American Athletic",4418,"Jerry Richardson Stadium",82.8,55.9,40,0,0,60,9.2,1021,1,"Clear"
401643726,2024,6,"regular","2024-10-05T23:30:00.000Z",FALSE,"San José State","Mountain West","Nevada","Mountain West",3935,"CEFCU Stadium",101.1,41.4,13,0,0,309,10.3,1013,1,"Clear"
401635573,2024,6,"regular","2024-10-05T19:30:00.000Z",FALSE,"Stanford","ACC","Virginia Tech","ACC",3940,"Stanford Stadium",85.8,62.6,46,0,0,350,8.1,1015,1,"Clear"
401628505,2024,6,"regular","2024-10-05T23:30:00.000Z",FALSE,"Washington","Big Ten","Michigan","Big Ten",3765,"Husky Stadium",62.6,50.7,65,0,0,310,6.8,1023,3,"Cloudy"
401645338,2024,6,"regular","2024-10-05T17:00:00.000Z",FALSE,"UAB","American Athletic","Tulane","American Athletic",7221,"Protective Stadium",88.2,67.3,50,0,0,60,9.3,1021,2,"Fair"
401635570,2024,6,"regular","2024-10-06T00:00:00.000Z",FALSE,"Georgia Tech","ACC","Duke","ACC",721,"Bobby Dodd Stadium",71.6,65.8,82,0,0,0,0,1018.4,2,"Fair"
401643725,2024,6,"regular","2024-10-06T00:00:00.000Z",FALSE,"San Diego State","Mountain West","Hawai'i","Mountain West",7311,"Snapdragon Stadium",66.2,62.2,87,0,0,300,7,1013.9,5,"Fog"
401643800,2024,6,"regular","2024-10-05T23:00:00.000Z",FALSE,"Arkansas State","Sun Belt","South Alabama","Sun Belt",3625,"Centennial Bank Stadium",80.4,67.1,64,0,0,97,3.4,1017,1,"Clear"
401628506,2024,6,"regular","2024-10-05T01:00:00.000Z",FALSE,"Oregon","Big Ten","Michigan State","Big Ten",3626,"Autzen Stadium",55.8,52,87,0,0,60,3.4,1019.6,3,"Cloudy"
401629044,2024,6,"regular","2024-10-05T16:00:00.000Z",FALSE,"Northern Illinois","Mid-American","Massachusetts","FBS Independents",3764,"Huskie Stadium",72.3,55.2,55,0,0,160,18.3,1020,3,"Cloudy"
401628383,2024,6,"regular","2024-10-05T16:00:00.000Z",FALSE,"Texas A&M","SEC","Missouri","SEC",3795,"Kyle Field",87.8,69.6,55,0,0,90,9.2,1017.8,1,"Clear"
401644740,2024,6,"regular","2024-10-05T19:30:00.000Z",FALSE,"Akron","Mid-American","Bowling Green","Mid-American",3768,"InfoCision Stadium",72,41.4,33,0,0,0,0,1021.9,1,"Clear"
401636889,2024,6,"regular","2024-10-05T23:30:00.000Z",FALSE,"Iowa State","Big 12","Baylor","Big 12",3772,"Jack Trice Stadium",80.8,52.2,37,0,0,310,9.3,1011,1,"Clear"
401628384,2024,6,"regular","2024-10-05T20:15:00.000Z",FALSE,"Vanderbilt","SEC","Alabama","SEC",3973,"FirstBank Stadium",87.6,60.3,40,0,0,50,7,1018,1,"Clear"
401643799,2024,6,"regular","2024-10-05T19:30:00.000Z",FALSE,"Marshall","Sun Belt","App State","Sun Belt",3775,"Joan C. Edwards Stadium",83.1,52,34,0,0,0,0,1020.2,1,"Clear"
401643802,2024,6,"regular","2024-10-05T23:00:00.000Z",FALSE,"Southern Miss","Sun Belt","Louisiana","Sun Belt",3815,"M. M. Roberts Stadium",80.4,66.2,62,0,0,65,4.5,1016,3,"Cloudy"
401643801,2024,6,"regular","2024-10-05T23:00:00.000Z",FALSE,"UL Monroe","Sun Belt","James Madison","Sun Belt",3817,"Malone Stadium",80.6,62.4,54,0,0,60,4.9,1016,1,"Clear"
401628507,2024,6,"regular","2024-10-05T23:30:00.000Z",FALSE,"Minnesota","Big Ten","USC","Big Ten",3953,"Huntington Bank Stadium",66.4,40.6,39,0,0,280,10.6,1009,3,"Cloudy"
401628514,2024,7,"regular","2024-10-13T01:00:00.000Z",FALSE,"UCLA","Big Ten","Minnesota","Big Ten",1056,"Rose Bowl",71.8,48.7,44,0,0,130,7,1015.2,1,"Clear"
401640982,2024,7,"regular","2024-10-08T23:00:00.000Z",FALSE,"Liberty","Conference USA","Florida International","Conference USA",3992,"Williams Stadium (VA)",54.1,49.1,83,0,0,0,0,1014.8,1,"Clear"
401641009,2024,7,"regular","2024-10-11T00:00:00.000Z",FALSE,"Louisiana Tech","Conference USA","Middle Tennessee","Conference USA",3776,"Joe Aillet Stadium",70.3,57.2,63,0,0,46,5.8,1018.7,1,"Clear"
401641030,2024,7,"regular","2024-10-11T00:00:00.000Z",FALSE,"Western Kentucky","Conference USA","UTEP","Conference USA",3796,"Houchens Industries-L.T. Smith Stadium",65.1,51.3,61,0,0,0,0,1021.1,1,"Clear"
401643804,2024,7,"regular","2024-10-13T00:00:00.000Z",FALSE,"Georgia Southern","Sun Belt","Marshall","Sun Belt",3608,"Allen E. Paulson Stadium",57.2,48.9,74,0,0,270,5.3,1020,1,"Clear"
401635569,2024,6,"regular","2024-10-05T23:00:00.000Z",FALSE,"Florida State","ACC","Clemson","ACC",3697,"Doak Campbell Stadium",80.6,72.7,77,0,0,30,6.8,1016,7,"Light Rain"
401643803,2024,7,"regular","2024-10-10T23:30:00.000Z",FALSE,"James Madison","Sun Belt","Coastal Carolina","Sun Belt",3651,"Bridgeforth Stadium",50.2,39.6,67,0,0,0,0,1021,1,"Clear"
401635568,2024,6,"regular","2024-10-06T02:30:00.000Z",FALSE,"California","ACC","Miami","ACC",3831,"California Memorial Stadium",76.6,58.6,54,0,0,0,0,1013.5,2,"Fair"
401628515,2024,7,"regular","2024-10-12T23:30:00.000Z",FALSE,"Oregon","Big Ten","Ohio State","Big Ten",3626,"Autzen Stadium",78.6,49.5,36,0,0,280,9.3,1018,1,"Clear"
401635576,2024,7,"regular","2024-10-12T16:00:00.000Z",FALSE,"Wake Forest","ACC","Clemson","ACC",3630,"Allegacy Federal Credit Union Stadium",73.2,45.5,37,0,0,230,4.7,1019.5,1,"Clear"
401641002,2024,7,"regular","2024-10-09T23:30:00.000Z",FALSE,"Jacksonville State","Conference USA","New Mexico State","Conference USA",3662,"AmFirst Stadium",70.9,57.7,63,0,0,0,0,1013.7,1,"Clear"
401643808,2024,7,"regular","2024-10-12T23:00:00.000Z",FALSE,"Texas State","Sun Belt","Arkansas State","Sun Belt",3644,"Bobcat Stadium (TX)",87.8,52.5,30,0,0,200,9.3,1017,1,"Clear"
401628516,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"USC","Big Ten","Penn State","Big Ten",477,"Los Angeles Memorial Coliseum",80.2,55,42,0,0,221,9.4,1016.7,3,"Cloudy"
401628390,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"Oklahoma","SEC","Texas","SEC",499,"Cotton Bowl",93.4,56.5,29,0,0,200,9.3,1015,1,"Clear"
401628508,2024,6,"regular","2024-10-05T20:00:00.000Z",FALSE,"Nebraska","Big Ten","Rutgers","Big Ten",3834,"Memorial Stadium (Lincoln, NE)",91.6,50.9,25,0,0,300,18.6,1011,1,"Clear"
401636895,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"UCF","Big 12","Cincinnati","Big 12",3652,"FBC Mortgage Stadium",84.2,67.3,57,0,0,30,8.1,1017.1,3,"Cloudy"
401628385,2024,7,"regular","2024-10-12T16:00:00.000Z",FALSE,"Alabama","SEC","South Carolina","SEC",3657,"Bryant-Denny Stadium",75,51.1,43,0,0,205,2.5,1022,1,"Clear"
401643730,2024,7,"regular","2024-10-12T23:00:00.000Z",FALSE,"Fresno State","Mountain West","Washington State","Pac-12",3660,"Valley Children's Stadium",84.2,47.7,28,0,0,330,12.4,1017,2,"Fair"
401628513,2024,7,"regular","2024-10-12T00:00:00.000Z",FALSE,"Maryland","Big Ten","Northwestern","Big Ten",3665,"SECU Stadium",53.4,46,76,0,0,241,7.4,1019,1,"Clear"
401645341,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"South Florida","American Athletic","Memphis","American Athletic",4013,"Camping World Stadium",84,67.1,57,0,0,30,8.1,1017.1,3,"Cloudy"
401635638,2024,6,"regular","2024-10-05T16:00:00.000Z",FALSE,"NC State","ACC","Wake Forest","ACC",3670,"Carter-Finley Stadium",82.2,66.9,60,0,0,30,10.3,1020.5,2,"Fair"
401645339,2024,6,"regular","2024-10-05T16:00:00.000Z",FALSE,"Tulsa","American Athletic","Army","American Athletic",3674,"Chapman Stadium",83.7,60.1,45,0,0,190,12.7,1019.2,1,"Clear"
401644744,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"Bowling Green","Mid-American","Northern Illinois","Mid-American",3700,"Doyt L. Perry Stadium",64.8,51.8,63,0,0,80,7,1015.7,3,"Cloudy"
401635575,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"Pittsburgh","ACC","California","ACC",3752,"Acrisure Stadium",71.8,51.8,49,0,0,280,3.4,1016.8,4,"Overcast"
401644746,2024,7,"regular","2024-10-12T20:00:00.000Z",FALSE,"Central Michigan","Mid-American","Ohio","Mid-American",3786,"Kelly/Shorts Stadium",61,37,41,0,0,30,11.4,1016,2,"Fair"
401635577,2024,7,"regular","2024-10-12T16:00:00.000Z",FALSE,"North Carolina","ACC","Georgia Tech","ACC",3787,"Kenan Stadium",73.4,45.5,37,0,0,270,4.3,1019,2,"Fair"
401628512,2024,7,"regular","2024-10-12T16:00:00.000Z",FALSE,"Iowa","Big Ten","Washington","Big Ten",3793,"Kinnick Stadium",70.9,52.9,53,0,0,70,9.2,1014.1,2,"Fair"
401636893,2024,7,"regular","2024-10-12T20:00:00.000Z",FALSE,"BYU","Big 12","Arizona","Big 12",3801,"LaVell Edwards Stadium",80.4,23,12,0,0,0,0,1016.5,3,"Cloudy"
401643731,2024,7,"regular","2024-10-12T23:30:00.000Z",FALSE,"Nevada","Mountain West","Oregon State","Pac-12",3816,"Mackay Stadium",74.3,25,16,0,0,280,12.7,1017,2,"Fair"
401645344,2024,7,"regular","2024-10-12T23:00:00.000Z",FALSE,"Rice","American Athletic","UTSA","American Athletic",3895,"Rice Stadium",83.1,63.1,51,0,0,150,13.9,1018,1,"Clear"
401628386,2024,7,"regular","2024-10-12T20:15:00.000Z",FALSE,"Georgia","SEC","Mississippi State","SEC",3917,"Sanford Stadium",79.5,44.6,29,0,0,270,3.7,1018,1,"Clear"
401635578,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"Virginia","ACC","Louisville","ACC",3923,"Scott Stadium",79.2,47.7,33,0,0,200,6.8,1015,1,"Clear"
401636892,2024,7,"regular","2024-10-12T02:30:00.000Z",FALSE,"Arizona State","Big 12","Utah","Big 12",3947,"Mountain America Stadium",91.2,33.4,13,0,0,260,5.6,1014,2,"Fair"
