"id","season","week","seasonType","startTime","gameIndoors","homeTeam","homeConference","awayTeam","awayConference","venueId","venue","temperature","dewPoint","humidity","precipitation","snowfall","windDirection","windSpeed","pressure","weatherConditionCode","weatherCondition"
401628389,2024,7,"regular","2024-10-12T16:00:00.000Z",FALSE,"Massachusetts","FBS Independents","Missouri","SEC",3985,"Warren McGuirk Alumni Stadium",72,26.2,18,0,0,330,21.7,1010,1,"Clear"
401628388,2024,7,"regular","2024-10-12T23:30:00.000Z",FALSE,"LSU","SEC","Ole Miss","SEC",3958,"Tiger Stadium (LA)",76.1,60.3,58,0,0,0,0,1018.2,1,"Clear"
401643805,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"Georgia State","Sun Belt","Old Dominion","Sun Belt",4246,"Center Parc Stadium",78.4,44.4,30,0,0,350,5.6,1019,1,"Clear"
401645343,2024,7,"regular","2024-10-12T23:00:00.000Z",FALSE,"Florida Atlantic","American Athletic","North Texas","American Athletic",3715,"FAU Stadium",73.4,73.4,100,0.028,0,0,0,1017,8,"Rain"
401636896,2024,7,"regular","2024-10-13T00:00:00.000Z",FALSE,"West Virginia","Big 12","Iowa State","Big 12",3842,"Milan Puskar Stadium",64.6,49.5,58,0,0,200,3.4,1015.8,3,"Cloudy"
401628511,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"Illinois","Big Ten","Purdue","Big Ten",3832,"Memorial Stadium (Champaign, IL)",84.2,51.1,32,0,0,200,16.2,1012,1,"Clear"
401645342,2024,7,"regular","2024-10-12T16:00:00.000Z",FALSE,"Army","American Athletic","UAB","American Athletic",3841,"Michie Stadium",72.1,36.3,27,0,0,320,11.8,1013,1,"Clear"
401644745,2024,7,"regular","2024-10-12T16:00:00.000Z",FALSE,"Buffalo","Mid-American","Toledo","Mid-American",3965,"UB Stadium",59.5,39.4,47,0,0,310,9.3,1019,2,"Fair"
401643727,2024,7,"regular","2024-10-12T23:00:00.000Z",FALSE,"New Mexico","Mountain West","Air Force","Mountain West",3971,"University Stadium (NM)",83.8,29.7,14,0,0,0,0,1015.4,2,"Fair"
401644742,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"Western Michigan","Mid-American","Akron","Mid-American",3980,"Waldo Stadium",68.2,52.3,57,0,0,110,5.8,1014,3,"Cloudy"
401643732,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"Wyoming","Mountain West","San Diego State","Mountain West",3984,"War Memorial Stadium",71.2,19.6,14,0,0,342,3.4,1017.3,3,"Cloudy"
401643729,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"Colorado State","Mountain West","San José State","Mountain West",5388,"Canvas Stadium",78.8,27.3,15,0,0,122,4.3,1022,3,"Cloudy"
401643806,2024,7,"regular","2024-10-12T23:30:00.000Z",FALSE,"Louisiana","Sun Belt","App State","Sun Belt",3666,"Cajun Field",79,64.9,62,0,0,180,8.1,1019,1,"Clear"
401643807,2024,7,"regular","2024-10-12T21:00:00.000Z",FALSE,"UL Monroe","Sun Belt","Southern Miss","Sun Belt",3817,"Malone Stadium",86,54.3,34,0,0,182,4.7,1017.4,1,"Clear"
401635574,2024,7,"regular","2024-10-13T00:00:00.000Z",FALSE,"NC State","ACC","Syracuse","ACC",3670,"Carter-Finley Stadium",61.2,53.2,75,0,0,0,0,1017.8,2,"Fair"
401636894,2024,7,"regular","2024-10-13T02:15:00.000Z",FALSE,"Colorado","Big 12","Kansas State","Big 12",3726,"Folsom Field",66,32,28,0,0,0,0,1025,3,"Cloudy"
401628387,2024,7,"regular","2024-10-12T23:45:00.000Z",FALSE,"Kentucky","SEC","Vanderbilt","SEC",3683,"Kroger Field",68.9,53.1,57,0,0,180,5.8,1016.4,3,"Cloudy"
401643733,2024,7,"regular","2024-10-12T01:00:00.000Z",FALSE,"Utah State","Mountain West","UNLV","Mountain West",3905,"Maverik Stadium",65.1,32.7,30,0,0,100,5.8,1018.2,3,"Cloudy"
401644685,2024,7,"regular","2024-10-12T18:00:00.000Z",FALSE,"Eastern Michigan","Mid-American","Miami (OH)","Mid-American",3912,"Rynearson Stadium",64.2,46.2,52,0,0,100,8.1,1016.8,2,"Fair"
401644743,2024,7,"regular","2024-10-12T16:00:00.000Z",FALSE,"Kent State","Mid-American","Ball State","Mid-American",3696,"Dix Stadium",62.6,51.1,66,0,0,90,4.7,1019,3,"Cloudy"
401641038,2024,8,"regular","2024-10-16T23:00:00.000Z",FALSE,"Sam Houston","Conference USA","Western Kentucky","Conference USA",3647,"Elliott T. Bowers Stadium",63.9,31.8,30,0,0,60,5.8,1025,1,"Clear"
401628391,2024,7,"regular","2024-10-12T23:00:00.000Z",FALSE,"Tennessee","SEC","Florida","SEC",3853,"Neyland Stadium",64.2,57.2,78,0,0,0,0,1019,1,"Clear"
401628981,2024,7,"regular","2024-10-12T19:30:00.000Z",FALSE,"Notre Dame","FBS Independents","Stanford","ACC",3855,"Notre Dame Stadium",71.2,55.2,57,0.004,0,90,10.3,1012.2,7,"Light Rain"
401643809,2024,8,"regular","2024-10-15T23:30:00.000Z",FALSE,"South Alabama","Sun Belt","Troy","Sun Belt",6526,"Hancock Whitney Stadium",70.7,52.7,53,0,0,10,9.2,1015.9,2,"Fair"
401634769,2024,8,"regular","2024-10-18T23:00:00.000Z",FALSE,"Duke","ACC","Florida State","ACC",3982,"Wallace Wade Stadium",56.3,44.2,64,0,0,0,0,1031.5,1,"Clear"
401636897,2024,8,"regular","2024-10-19T20:00:00.000Z",FALSE,"Arizona","Big 12","Colorado","Big 12",3619,"Arizona Stadium",66.9,29.1,24,0,0,267,3.7,1018,1,"Clear"
401636901,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Kansas","Big 12","Houston","Big 12",3622,"GEHA Field at Arrowhead Stadium",76.6,32.5,20,0,0,200,9.2,1027.5,1,"Clear"
401628393,2024,8,"regular","2024-10-19T23:45:00.000Z",FALSE,"Florida","SEC","Kentucky","SEC",3634,"Ben Hill Griffin Stadium",68,52.2,57,0,0,40,9.2,1026.5,2,"Fair"
401641019,2024,8,"regular","2024-10-16T00:00:00.000Z",FALSE,"Middle Tennessee","Conference USA","Kennesaw State","Conference USA",3725,"Johnny ""Red"" Floyd Stadium",51.8,35.6,54,0,0,350,8.1,1022,3,"Cloudy"
401643728,2024,7,"regular","2024-10-13T03:00:00.000Z",FALSE,"Hawai'i","Mountain West","Boise State","Mountain West",7220,"Clarence T.C. Ching Athletics Complex",79.2,66.7,66,0,0,58,18.8,1015.8,3,"Cloudy"
401643811,2024,8,"regular","2024-10-19T16:00:00.000Z",FALSE,"Coastal Carolina","Sun Belt","Louisiana","Sun Belt",3654,"Brooks Stadium (SC)",68,42.8,40,0,0,20,10.3,1031,1,"Clear"
401628517,2024,7,"regular","2024-10-12T16:00:00.000Z",FALSE,"Rutgers","Big Ten","Wisconsin","Big Ten",6577,"SHI Stadium",73.4,39.2,29,0,0,330,10.3,1014,1,"Clear"
401628523,2024,8,"regular","2024-10-19T00:00:00.000Z",FALSE,"Purdue","Big Ten","Oregon","Big Ten",3907,"Ross-Ade Stadium",51.8,37,57,0,0,0,0,1031.9,1,"Clear"
401643810,2024,8,"regular","2024-10-17T23:00:00.000Z",FALSE,"Marshall","Sun Belt","Georgia State","Sun Belt",3775,"Joan C. Edwards Stadium",52.9,35.8,52,0,0,329,4.5,1028,1,"Clear"
401641010,2024,8,"regular","2024-10-16T01:00:00.000Z",FALSE,"New Mexico State","Conference USA","Louisiana Tech","Conference USA",3601,"Aggie Memorial Stadium",77.5,31.1,18,0,0,0,0,1021,1,"Clear"
401634768,2024,8,"regular","2024-10-17T23:30:00.000Z",FALSE,"Virginia Tech","ACC","Boston College","ACC",3799,"Lane Stadium",46.6,36.7,68,0,0,300,3.7,1028,1,"Clear"
401640983,2024,8,"regular","2024-10-17T01:00:00.000Z",FALSE,"UTEP","Conference USA","Florida International","Conference USA",3946,"Sun Bowl",70.2,32.7,25,0,0,70,10.3,1014.5,3,"Cloudy"
401645348,2024,8,"regular","2024-10-19T19:30:00.000Z",TRUE,"UTSA","American Athletic","Florida Atlantic","American Athletic",3604,"Alamodome",87.4,57.9,37,0,0,90,11.8,1022,3,"Cloudy"
401643812,2024,8,"regular","2024-10-19T20:00:00.000Z",FALSE,"Georgia Southern","Sun Belt","James Madison","Sun Belt",3608,"Allen E. Paulson Stadium",73.4,32.2,22,0,0,30,7,1028,1,"Clear"
401628519,2024,8,"regular","2024-10-19T16:00:00.000Z",FALSE,"Indiana","Big Ten","Nebraska","Big Ten",3830,"Memorial Stadium (Bloomington, IN)",68.4,40.5,36,0,0,350,4.7,1033.2,1,"Clear"
401635587,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"California","ACC","NC State","ACC",3831,"California Memorial Stadium",77.4,36.5,23,0,0,360,17.4,1018,1,"Clear"
401635590,2024,8,"regular","2024-10-20T00:00:00.000Z",FALSE,"Stanford","ACC","SMU","ACC",3940,"Stanford Stadium",73.2,46,38,0,0,340,4.7,1016,1,"Clear"
401628518,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Illinois","Big Ten","Michigan","Big Ten",3832,"Memorial Stadium (Champaign, IL)",73.9,33.8,23,0,0,220,4.7,1030.2,1,"Clear"
401628396,2024,8,"regular","2024-10-19T16:45:00.000Z",FALSE,"Oklahoma","SEC","South Carolina","SEC",3835,"Memorial Stadium (Norman, OK)",71.6,46.6,41,0,0,140,10.3,1029,2,"Fair"
401643738,2024,8,"regular","2024-10-19T20:00:00.000Z",FALSE,"San José State","Mountain West","Wyoming","Mountain West",3935,"CEFCU Stadium",79,27.5,15,0,0,276,4.9,1018,1,"Clear"
401628520,2024,8,"regular","2024-10-19T23:30:00.000Z",FALSE,"Michigan State","Big Ten","Iowa","Big Ten",3936,"Spartan Stadium",57.9,37.8,47,0,0,200,4.7,1030,1,"Clear"
401635588,2024,8,"regular","2024-10-19T16:00:00.000Z",FALSE,"Clemson","ACC","Virginia","ACC",3836,"Memorial Stadium (Clemson, SC)",67.6,40.5,37,0,0,40,8.1,1033.1,2,"Fair"
401628395,2024,8,"regular","2024-10-19T16:00:00.000Z",FALSE,"Missouri","SEC","Auburn","SEC",3838,"Memorial Stadium",68.7,40.8,36,0,0,220,7,1031.7,1,"Clear"
401645346,2024,8,"regular","2024-10-19T16:00:00.000Z",FALSE,"Army","American Athletic","East Carolina","American Athletic",3841,"Michie Stadium",66.7,39.7,37,0,0,0,0,1033,1,"Clear"
401645345,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"South Florida","American Athletic","UAB","American Athletic",3886,"Raymond James Stadium",82.4,57.7,43,0,0,50,8.1,1022,3,"Cloudy"
401644749,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Buffalo","Mid-American","Western Michigan","Mid-American",3965,"UB Stadium",64.6,40.5,41,0,0,270,9.2,1031.1,2,"Fair"
401628399,2024,8,"regular","2024-10-19T23:00:00.000Z",FALSE,"Vanderbilt","SEC","Ball State","Mid-American",3973,"FirstBank Stadium",58.8,42.6,55,0,0,0,0,1030,1,"Clear"
401628392,2024,8,"regular","2024-10-19T23:00:00.000Z",FALSE,"Arkansas","SEC","LSU","SEC",3887,"Razorback Stadium",64.2,33.8,32,0,0,170,3.4,1029,1,"Clear"
401629034,2024,8,"regular","2024-10-19T16:00:00.000Z",FALSE,"UConn","FBS Independents","Wake Forest","ACC",3892,"Pratt & Whitney Stadium",64.9,41.4,42,0,0,315,3.4,1032.1,1,"Clear"
401645350,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Tulane","American Athletic","Rice","American Athletic",4729,"Yulman Stadium",72.5,58.8,62,0,0,78,14.8,1026,1,"Clear"
401644751,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Northern Illinois","Mid-American","Toledo","Mid-American",3764,"Huskie Stadium",70.5,40.8,34,0,0,210,11.4,1030,1,"Clear"
401636900,2024,8,"regular","2024-10-19T23:30:00.000Z",FALSE,"Iowa State","Big 12","UCF","Big 12",3772,"Jack Trice Stadium",66.4,38.7,36,0,0,180,10.6,1026,1,"Clear"
401645349,2024,8,"regular","2024-10-19T23:30:00.000Z",FALSE,"Memphis","American Athletic","North Texas","American Athletic",3805,"Simmons Bank Liberty Stadium",66.2,43.2,43,0,0,80,4.7,1029.4,1,"Clear"
401645351,2024,8,"regular","2024-10-19T18:00:00.000Z",FALSE,"Temple","American Athletic","Tulsa","American Athletic",3806,"Lincoln Financial Field",71.6,34.9,26,0,0,190,5.6,1032,2,"Fair"
401643814,2024,8,"regular","2024-10-19T23:00:00.000Z",FALSE,"Southern Miss","Sun Belt","Arkansas State","Sun Belt",3815,"M. M. Roberts Stadium",69.8,52.9,55,0,0,0,0,1027,1,"Clear"
401643737,2024,8,"regular","2024-10-19T20:00:00.000Z",FALSE,"Utah State","Mountain West","New Mexico","Mountain West",3905,"Maverik Stadium",54.1,41.4,62,0,0,338,3.4,1026.2,1,"Clear"
401628398,2024,8,"regular","2024-10-19T23:30:00.000Z",FALSE,"Texas","SEC","Georgia","SEC",3910,"DKR-Texas Memorial Stadium",79.3,53.6,41,0,0,100,4.3,1025,1,"Clear"
401644750,2024,8,"regular","2024-10-19T18:00:00.000Z",FALSE,"Eastern Michigan","Mid-American","Central Michigan","Mid-American",3912,"Rynearson Stadium",68.2,37.2,32,0,0,215,4.3,1031,1,"Clear"
401643735,2024,8,"regular","2024-10-19T02:30:00.000Z",FALSE,"Nevada","Mountain West","Fresno State","Mountain West",3816,"Mackay Stadium",43.3,19.4,38,0,0,0,0,1028,1,"Clear"
401643813,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Old Dominion","Sun Belt","Texas State","Sun Belt",3918,"S.B. Ballard Stadium",66.2,53.2,63,0,0,360,8.1,1031,1,"Clear"
401643736,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Washington State","Pac-12","Hawai'i","Mountain West",3820,"Gesa Field",64.4,44.2,48,0,0,230,10.6,1023,2,"Fair"
401636902,2024,8,"regular","2024-10-19T20:00:00.000Z",FALSE,"Texas Tech","Big 12","Baylor","Big 12",3784,"Jones AT&T Stadium",70,61,73,0,0,130,20.5,1025,3,"Cloudy"
401636898,2024,8,"regular","2024-10-19T02:15:00.000Z",FALSE,"BYU","Big 12","Oklahoma State","Big 12",3801,"LaVell Edwards Stadium",45.5,39.4,79,0,0,0,0,1021.9,1,"Clear"
401636904,2024,8,"regular","2024-10-19T23:30:00.000Z",FALSE,"West Virginia","Big 12","Kansas State","Big 12",3842,"Milan Puskar Stadium",60.6,36.9,41,0,0,0,0,1031.5,1,"Clear"
401645347,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Navy","American Athletic","Charlotte","American Athletic",3852,"Navy-Marine Corps Memorial Stadium",68,37.8,33,0,0,50,3.1,1031,1,"Clear"
401628397,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Tennessee","SEC","Alabama","SEC",3853,"Neyland Stadium",73.2,42.4,33,0,0,0,0,1031,2,"Fair"
401628982,2024,8,"regular","2024-10-19T19:30:00.000Z",TRUE,"Georgia Tech","ACC","Notre Dame","FBS Independents",5348,"Mercedes-Benz Stadium",72.5,34.5,25,0,0,66,7,1029.5,3,"Cloudy"
401628394,2024,8,"regular","2024-10-19T20:15:00.000Z",FALSE,"Mississippi State","SEC","Texas A&M","SEC",3693,"Davis Wade Stadium",73.2,40.8,31,0,0,30,4.7,1028,1,"Clear"
401644748,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Bowling Green","Mid-American","Kent State","Mid-American",3700,"Doyt L. Perry Stadium",73.2,39,29,0,0,250,4.3,1031,1,"Clear"
401636899,2024,8,"regular","2024-10-19T16:00:00.000Z",FALSE,"Cincinnati","Big 12","Arizona State","Big 12",3854,"Nippert Stadium",65.1,42.6,44,0,0,156,0.9,1034,1,"Clear"
401643734,2024,8,"regular","2024-10-20T00:00:00.000Z",FALSE,"Air Force","Mountain West","Colorado State","Mountain West",3713,"Falcon Stadium",49.1,44.8,85,0,0,150,13.7,1027,3,"Cloudy"
401635589,2024,8,"regular","2024-10-19T16:00:00.000Z",FALSE,"Louisville","ACC","Miami","ACC",3873,"L&N Federal Credit Union Stadium",67.1,43.3,42,0,0,0,0,1033.6,2,"Fair"
401641003,2024,9,"regular","2024-10-23T23:30:00.000Z",FALSE,"Jacksonville State","Conference USA","Middle Tennessee","Conference USA",3662,"AmFirst Stadium",64.8,59.7,84,0,0,0,0,1019.3,1,"Clear"
401634770,2024,9,"regular","2024-10-24T23:30:00.000Z",FALSE,"Pittsburgh","ACC","Syracuse","ACC",3752,"Acrisure Stadium",55.4,39.2,54,0,0,290,3.7,1021,1,"Clear"
401641011,2024,9,"regular","2024-10-23T00:00:00.000Z",FALSE,"Louisiana Tech","Conference USA","UTEP","Conference USA",3776,"Joe Aillet Stadium",69.3,50.4,51,0,0,144,5.3,1019.2,1,"Clear"
401628531,2024,9,"regular","2024-10-26T23:30:00.000Z",FALSE,"Wisconsin","Big Ten","Penn State","Big Ten",347,"Camp Randall Stadium",46.6,37,69,0,0,321,4.7,1031,3,"Cloudy"
401628532,2024,9,"regular","2024-10-26T03:00:00.000Z",FALSE,"USC","Big Ten","Rutgers","Big Ten",477,"Los Angeles Memorial Coliseum",61,57,87,0,0,222,6.3,1016,2,"Fair"
401644686,2024,8,"regular","2024-10-19T19:30:00.000Z",FALSE,"Miami (OH)","Mid-American","Ohio","Mid-American",3996,"Yager Stadium",74.3,28.2,18,0,0,230,5.8,1031,1,"Clear"
401636910,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"TCU","Big 12","Texas Tech","Big 12",3616,"Amon G. Carter Stadium",83.3,57.2,41,0,0,320,7,1021.5,1,"Clear"
401636905,2024,9,"regular","2024-10-26T23:00:00.000Z",FALSE,"Arizona","Big 12","West Virginia","Big 12",3619,"Arizona Stadium",95.7,33.1,11,0,0,350,9.2,1013.6,1,"Clear"
401643815,2024,9,"regular","2024-10-24T23:00:00.000Z",FALSE,"Old Dominion","Sun Belt","Georgia Southern","Sun Belt",3918,"S.B. Ballard Stadium",64,42.3,45,0,0,340,8.1,1018.3,1,"Clear"
401643817,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"James Madison","Sun Belt","Southern Miss","Sun Belt",3651,"Bridgeforth Stadium",68.4,44.2,42,0,0,0,0,1023,3,"Cloudy"
401640993,2024,9,"regular","2024-10-23T23:00:00.000Z",FALSE,"Kennesaw State","Conference USA","Liberty","Conference USA",4899,"Fifth Third Stadium",73.6,55.4,53,0,0,300,3.7,1020,1,"Clear"
401643818,2024,9,"regular","2024-10-26T23:00:00.000Z",FALSE,"Arkansas State","Sun Belt","Troy","Sun Belt",3625,"Centennial Bank Stadium",65.8,48.7,54,0,0,30,9.2,1025.9,1,"Clear"
401628525,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"Oregon","Big Ten","Illinois","Big Ten",3626,"Autzen Stadium",75.7,54.1,47,0,0,210,9.2,1014.5,1,"Clear"
401643739,2024,8,"regular","2024-10-20T02:00:00.000Z",FALSE,"Oregon State","Pac-12","UNLV","Mountain West",3893,"Reser Stadium",62.2,55.2,78,0,0,310,10.3,1020.9,3,"Cloudy"
401628529,2024,9,"regular","2024-10-26T23:30:00.000Z",FALSE,"Michigan","Big Ten","Michigan State","Big Ten",3558,"Michigan Stadium",37.9,28.9,70,0,0,0,0,1030.3,1,"Clear"
401634771,2024,9,"regular","2024-10-25T23:30:00.000Z",FALSE,"Boston College","ACC","Louisville","ACC",3615,"Alumni Stadium (Chestnut Hill, MA)",50.7,41.7,71,0,0,190,7,1016.2,4,"Overcast"
401635594,2024,9,"regular","2024-10-26T20:00:00.000Z",FALSE,"California","ACC","Oregon State","Pac-12",3831,"California Memorial Stadium",65.5,49.8,57,0,0,230,4.7,1019.1,3,"Cloudy"
401628983,2024,9,"regular","2024-10-26T16:00:00.000Z",FALSE,"Navy","American Athletic","Notre Dame","FBS Independents",3839,"MetLife Stadium",64,32,30,0,0,310,17.4,1018.8,3,"Cloudy"
401635595,2024,9,"regular","2024-10-27T00:00:00.000Z",FALSE,"Duke","ACC","SMU","ACC",3982,"Wallace Wade Stadium",70.2,53.2,55,0,0,10,3.7,1023,3,"Cloudy"
401628530,2024,9,"regular","2024-10-26T16:00:00.000Z",FALSE,"Ohio State","Big Ten","Nebraska","Big Ten",3861,"Ohio Stadium",60.8,34.5,37,0,0,340,14.9,1029.2,3,"Cloudy"
401628528,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"Minnesota","Big Ten","Maryland","Big Ten",3953,"Huntington Bank Stadium",58.1,29.1,33,0,0,200,8.1,1029.1,3,"Cloudy"
401644754,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"Toledo","Mid-American","Bowling Green","Mid-American",3739,"Glass Bowl",57.6,26.4,30,0,0,340,7,1029,1,"Clear"
401643816,2024,9,"regular","2024-10-26T17:00:00.000Z",FALSE,"App State","Sun Belt","Georgia State","Sun Belt",3792,"Kidd Brewer Stadium",63.5,52.7,68,0.012,0,310,5.8,1020,17,"Rain Shower"
401628527,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"Iowa","Big Ten","Northwestern","Big Ten",3793,"Kinnick Stadium",60.8,22.6,23,0,0,120,7,1031.4,1,"Clear"
401628404,2024,9,"regular","2024-10-26T23:30:00.000Z",FALSE,"Texas A&M","SEC","LSU","SEC",3795,"Kyle Field",83.8,62.1,48,0,0,0,0,1020.7,2,"Fair"
401635597,2024,9,"regular","2024-10-26T16:00:00.000Z",FALSE,"Virginia Tech","ACC","Georgia Tech","ACC",3799,"Lane Stadium",66.6,54,64,0,0,300,5.8,1026,3,"Cloudy"
401628405,2024,9,"regular","2024-10-26T20:15:00.000Z",FALSE,"Vanderbilt","SEC","Texas","SEC",3973,"FirstBank Stadium",69.6,51.8,53,0,0,10,11.4,1024,3,"Cloudy"
401628402,2024,9,"regular","2024-10-26T16:00:00.000Z",FALSE,"Ole Miss","SEC","Oklahoma","SEC",3974,"Vaught-Hemingway Stadium",75,57.2,54,0,0,340,7,1024.7,2,"Fair"
401645353,2024,9,"regular","2024-10-26T16:00:00.000Z",FALSE,"Memphis","American Athletic","Charlotte","American Athletic",3805,"Simmons Bank Liberty Stadium",71.2,60.6,68,0.043,0,40,10.3,1025.3,7,"Light Rain"
401644756,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"Western Michigan","Mid-American","Kent State","Mid-American",3980,"Waldo Stadium",56.1,30.9,38,0,0,310,5.8,1030.1,1,"Clear"
401645354,2024,9,"regular","2024-10-26T16:00:00.000Z",FALSE,"North Texas","American Athletic","Tulane","American Athletic",3825,"DATCU Stadium",75.2,51.3,43,0,0,350,6.8,1026,1,"Clear"
401628526,2024,9,"regular","2024-10-26T16:00:00.000Z",FALSE,"Indiana","Big Ten","Washington","Big Ten",3830,"Memorial Stadium (Bloomington, IN)",61.2,37.9,42,0,0,70,9.3,1030,1,"Clear"
401643741,2024,9,"regular","2024-10-26T21:00:00.000Z",FALSE,"Colorado State","Mountain West","New Mexico","Mountain West",5388,"Canvas Stadium",69.8,30.4,23,0,0,180,4.3,1023,2,"Fair"
401644752,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"Akron","Mid-American","Eastern Michigan","Mid-American",3768,"InfoCision Stadium",53.1,31.1,43,0,0,350,13.9,1028.2,3,"Cloudy"
401643745,2024,9,"regular","2024-10-26T23:00:00.000Z",FALSE,"Wyoming","Mountain West","Utah State","Mountain West",3984,"War Memorial Stadium",59.2,18.1,20,0,0,270,8.1,1020.5,1,"Clear"
401645308,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"Massachusetts","FBS Independents","Wagner","NEC",3985,"Warren McGuirk Alumni Stadium",60.4,23.5,24,0,0,300,19.9,1017,1,"Clear"
401643742,2024,9,"regular","2024-10-27T00:00:00.000Z",FALSE,"Fresno State","Mountain West","San José State","Mountain West",3660,"Valley Children's Stadium",75.9,46.2,35,0,0,300,5.8,1017.4,4,"Overcast"
401643819,2024,9,"regular","2024-10-26T21:00:00.000Z",FALSE,"South Alabama","Sun Belt","UL Monroe","Sun Belt",6526,"Hancock Whitney Stadium",84.9,55,36,0,0,200,10.6,1022,1,"Clear"
401628524,2024,8,"regular","2024-10-19T16:00:00.000Z",FALSE,"Rutgers","Big Ten","UCLA","Big Ten",6577,"SHI Stadium",66.2,36.3,33,0,0,110,3.4,1033,1,"Clear"
401636911,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"UCF","Big 12","BYU","Big 12",3652,"FBC Mortgage Stadium",83.1,54.9,38,0,0,60,11.4,1021.5,3,"Cloudy"
401628400,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"Alabama","SEC","Missouri","SEC",3657,"Bryant-Denny Stadium",86.9,53.4,32,0,0,300,7,1021.5,1,"Clear"
401645355,2024,9,"regular","2024-10-26T19:30:00.000Z",FALSE,"Tulsa","American Athletic","UTSA","American Athletic",3674,"Chapman Stadium",74.7,44.4,34,0,0,360,8.1,1024.2,1,"Clear"
401636903,2024,8,"regular","2024-10-20T02:30:00.000Z",FALSE,"Utah","Big 12","TCU","Big 12",587,"Rice-Eccles Stadium",48.6,37.6,66,0,0,190,3.4,1023.6,1,"Clear"
401628521,2024,8,"regular","2024-10-19T20:00:00.000Z",FALSE,"Maryland","Big Ten","USC","Big Ten",3665,"SECU Stadium",71.6,34.9,26,0,0,100,3.4,1031,1,"Clear"
401628401,2024,9,"regular","2024-10-26T23:45:00.000Z",FALSE,"Kentucky","SEC","Auburn","SEC",3683,"Kroger Field",54.9,37,51,0,0,10,5.8,1027.5,1,"Clear"
401628403,2024,9,"regular","2024-10-26T16:45:00.000Z",FALSE,"Mississippi State","SEC","Arkansas","SEC",3693,"Davis Wade Stadium",82.2,58.8,45,0,0,279,4.7,1024,1,"Clear"
401644687,2024,9,"regular","2024-10-26T18:00:00.000Z",FALSE,"Miami (OH)","Mid-American","Central Michigan","Mid-American",3996,"Yager Stadium",65.3,22.1,19,0,0,20,6.9,1029,3,"Cloudy"
401645352,2024,9,"regular","2024-10-26T18:00:00.000Z",FALSE,"East Carolina","American Athletic","Temple","American Athletic",3699,"Dowdy-Ficklen Stadium",76.8,55,47,0,0,0,0,1021,1,"Clear"
401636909,2024,9,"regular","2024-10-27T00:00:00.000Z",FALSE,"Kansas State","Big 12","Kansas","Big 12",3636,"Bill Snyder Family Stadium",55.4,31.5,40,0,0,100,4.3,1027,3,"Cloudy"
401636907,2024,9,"regular","2024-10-27T02:15:00.000Z",FALSE,"Colorado","Big 12","Cincinnati","Big 12",3726,"Folsom Field",53.4,30.2,41,0,0,230,3.4,1024,1,"Clear"
401643820,2024,10,"regular","2024-10-29T23:30:00.000Z",FALSE,"Texas State","Sun Belt","Louisiana","Sun Belt",3644,"Bobcat Stadium (TX)",81,66.7,62,0,0,150,17.2,1012.5,2,"Fair"
401641012,2024,10,"regular","2024-10-30T00:00:00.000Z",FALSE,"Sam Houston","Conference USA","Louisiana Tech","Conference USA",3647,"Elliott T. Bowers Stadium",77.9,61.9,58,0,0,140,9.2,1015.9,1,"Clear"
401641020,2024,10,"regular","2024-10-30T23:30:00.000Z",FALSE,"Western Kentucky","Conference USA","Kennesaw State","Conference USA",3796,"Houchens Industries-L.T. Smith Stadium",73.2,58.1,59,0,0,150,7,1021.2,1,"Clear"
401640994,2024,10,"regular","2024-10-30T23:00:00.000Z",FALSE,"Liberty","Conference USA","Jacksonville State","Conference USA",3992,"Williams Stadium (VA)",63.1,57.2,81,0,0,0,0,1026.6,2,"Fair"
