"season","team","conference","statName","statValue"
2024,"NC State","ACC","totalYards",4915
2024,"NC State","ACC","totalYardsOpponent",5091
2024,"NC State","ACC","turnovers",23
2024,"NC State","ACC","turnoversOpponent",20
2024,"Nebraska","Big Ten","firstDowns",282
2024,"Nebraska","Big Ten","firstDownsOpponent",214
2024,"Nebraska","Big Ten","fourthDownConversions",9
2024,"Nebraska","Big Ten","fourthDownConversionsOpponent",11
2024,"Nebraska","Big Ten","fourthDowns",23
2024,"Nebraska","Big Ten","fourthDownsOpponent",27
2024,"Nebraska","Big Ten","fumblesLost",7
2024,"Nebraska","Big Ten","fumblesLostOpponent",6
2024,"Nebraska","Big Ten","fumblesRecovered",6
2024,"Nebraska","Big Ten","fumblesRecoveredOpponent",7
2024,"Nebraska","Big Ten","games",13
2024,"Nebraska","Big Ten","interceptions",12
2024,"Nebraska","Big Ten","interceptionsOpponent",11
2024,"Nebraska","Big Ten","interceptionTDs",3
2024,"Nebraska","Big Ten","interceptionTDsOpponent",1
2024,"Nebraska","Big Ten","interceptionYards",185
2024,"Nebraska","Big Ten","interceptionYardsOpponent",145
2024,"Nebraska","Big Ten","kickReturns",25
2024,"Nebraska","Big Ten","kickReturnsOpponent",28
2024,"Nebraska","Big Ten","kickReturnTDs",0
2024,"Nebraska","Big Ten","kickReturnTDsOpponent",0
2024,"Nebraska","Big Ten","kickReturnYards",450
2024,"Nebraska","Big Ten","kickReturnYardsOpponent",587
2024,"Nebraska","Big Ten","netPassingYards",2956
2024,"Nebraska","Big Ten","netPassingYardsOpponent",2817
2024,"Nebraska","Big Ten","passAttempts",434
2024,"Nebraska","Big Ten","passAttemptsOpponent",379
2024,"Nebraska","Big Ten","passCompletions",287
2024,"Nebraska","Big Ten","passCompletionsOpponent",242
2024,"Nebraska","Big Ten","passesIntercepted",11
2024,"Nebraska","Big Ten","passesInterceptedOpponent",12
2024,"Nebraska","Big Ten","passingTDs",13
2024,"Nebraska","Big Ten","passingTDsOpponent",23
2024,"Nebraska","Big Ten","penalties",80
2024,"Nebraska","Big Ten","penaltiesOpponent",80
2024,"Nebraska","Big Ten","penaltyYards",691
2024,"Nebraska","Big Ten","penaltyYardsOpponent",813
2024,"Nebraska","Big Ten","possessionTime",25055
2024,"Nebraska","Big Ten","possessionTimeOpponent",21745
2024,"Nebraska","Big Ten","puntReturns",15
2024,"Nebraska","Big Ten","puntReturnsOpponent",19
2024,"Nebraska","Big Ten","puntReturnTDs",0
2024,"Nebraska","Big Ten","puntReturnTDsOpponent",0
2024,"Nebraska","Big Ten","puntReturnYards",73
2024,"Nebraska","Big Ten","puntReturnYardsOpponent",257
2024,"Nebraska","Big Ten","rushingAttempts",445
2024,"Nebraska","Big Ten","rushingAttemptsOpponent",383
2024,"Nebraska","Big Ten","rushingTDs",22
2024,"Nebraska","Big Ten","rushingTDsOpponent",8
2024,"Nebraska","Big Ten","rushingYards",1705
2024,"Nebraska","Big Ten","rushingYardsOpponent",1333
2024,"Nebraska","Big Ten","sacks",29
2024,"Nebraska","Big Ten","sacksOpponent",27
2024,"Nebraska","Big Ten","tacklesForLoss",81
2024,"Nebraska","Big Ten","tacklesForLossOpponent",71
2024,"Nebraska","Big Ten","thirdDownConversions",75
2024,"Nebraska","Big Ten","thirdDownConversionsOpponent",56
2024,"Nebraska","Big Ten","thirdDowns",177
2024,"Nebraska","Big Ten","thirdDownsOpponent",159
2024,"Nebraska","Big Ten","totalYards",4661
2024,"Nebraska","Big Ten","totalYardsOpponent",4150
2024,"Nebraska","Big Ten","turnovers",19
2024,"Nebraska","Big Ten","turnoversOpponent",17
2024,"Nevada","Mountain West","firstDowns",253
2024,"Nevada","Mountain West","firstDownsOpponent",295
2024,"Nevada","Mountain West","fourthDownConversions",15
2024,"Nevada","Mountain West","fourthDownConversionsOpponent",7
2024,"Nevada","Mountain West","fourthDowns",29
2024,"Nevada","Mountain West","fourthDownsOpponent",11
2024,"Nevada","Mountain West","fumblesLost",7
2024,"Nevada","Mountain West","fumblesLostOpponent",2
2024,"Nevada","Mountain West","fumblesRecovered",2
2024,"Nevada","Mountain West","fumblesRecoveredOpponent",7
2024,"Nevada","Mountain West","games",13
2024,"Nevada","Mountain West","interceptions",8
2024,"Nevada","Mountain West","interceptionsOpponent",11
2024,"Nevada","Mountain West","interceptionTDs",1
2024,"Nevada","Mountain West","interceptionTDsOpponent",0
2024,"Nevada","Mountain West","interceptionYards",91
2024,"Nevada","Mountain West","interceptionYardsOpponent",56
2024,"Nevada","Mountain West","kickReturns",35
2024,"Nevada","Mountain West","kickReturnsOpponent",28
2024,"Nevada","Mountain West","kickReturnTDs",0
2024,"Nevada","Mountain West","kickReturnTDsOpponent",0
2024,"Nevada","Mountain West","kickReturnYards",630
2024,"Nevada","Mountain West","kickReturnYardsOpponent",545
2024,"Nevada","Mountain West","netPassingYards",2764
2024,"Nevada","Mountain West","netPassingYardsOpponent",2579
2024,"Nevada","Mountain West","passAttempts",366
2024,"Nevada","Mountain West","passAttemptsOpponent",347
2024,"Nevada","Mountain West","passCompletions",247
2024,"Nevada","Mountain West","passCompletionsOpponent",210
2024,"Nevada","Mountain West","passesIntercepted",11
2024,"Nevada","Mountain West","passesInterceptedOpponent",8
2024,"Nevada","Mountain West","passingTDs",19
2024,"Nevada","Mountain West","passingTDsOpponent",13
2024,"Nevada","Mountain West","penalties",99
2024,"Nevada","Mountain West","penaltiesOpponent",70
2024,"Nevada","Mountain West","penaltyYards",950
2024,"Nevada","Mountain West","penaltyYardsOpponent",654
2024,"Nevada","Mountain West","possessionTime",24208
2024,"Nevada","Mountain West","possessionTimeOpponent",22592
2024,"Nevada","Mountain West","puntReturns",10
2024,"Nevada","Mountain West","puntReturnsOpponent",7
2024,"Nevada","Mountain West","puntReturnTDs",0
2024,"Nevada","Mountain West","puntReturnTDsOpponent",0
2024,"Nevada","Mountain West","puntReturnYards",76
2024,"Nevada","Mountain West","puntReturnYardsOpponent",35
2024,"Nevada","Mountain West","rushingAttempts",460
2024,"Nevada","Mountain West","rushingAttemptsOpponent",491
2024,"Nevada","Mountain West","rushingTDs",21
2024,"Nevada","Mountain West","rushingTDsOpponent",31
2024,"Nevada","Mountain West","rushingYards",2135
2024,"Nevada","Mountain West","rushingYardsOpponent",2512
2024,"Nevada","Mountain West","sacks",14
2024,"Nevada","Mountain West","sacksOpponent",28
2024,"Nevada","Mountain West","tacklesForLoss",54
2024,"Nevada","Mountain West","tacklesForLossOpponent",71
2024,"Nevada","Mountain West","thirdDownConversions",76
2024,"Nevada","Mountain West","thirdDownConversionsOpponent",87
2024,"Nevada","Mountain West","thirdDowns",170
2024,"Nevada","Mountain West","thirdDownsOpponent",165
2024,"Nevada","Mountain West","totalYards",4899
2024,"Nevada","Mountain West","totalYardsOpponent",5091
2024,"Nevada","Mountain West","turnovers",15
2024,"Nevada","Mountain West","turnoversOpponent",13
2024,"New Mexico","Mountain West","firstDowns",296
2024,"New Mexico","Mountain West","firstDownsOpponent",295
2024,"New Mexico","Mountain West","fourthDownConversions",13
2024,"New Mexico","Mountain West","fourthDownConversionsOpponent",13
2024,"New Mexico","Mountain West","fourthDowns",19
2024,"New Mexico","Mountain West","fourthDownsOpponent",22
2024,"New Mexico","Mountain West","fumblesLost",7
2024,"New Mexico","Mountain West","fumblesLostOpponent",7
2024,"New Mexico","Mountain West","fumblesRecovered",7
2024,"New Mexico","Mountain West","fumblesRecoveredOpponent",7
2024,"New Mexico","Mountain West","games",12
2024,"New Mexico","Mountain West","interceptions",12
2024,"New Mexico","Mountain West","interceptionsOpponent",3
2024,"New Mexico","Mountain West","interceptionTDs",0
2024,"New Mexico","Mountain West","interceptionTDsOpponent",1
2024,"New Mexico","Mountain West","interceptionYards",3
2024,"New Mexico","Mountain West","interceptionYardsOpponent",97
2024,"New Mexico","Mountain West","kickReturns",20
2024,"New Mexico","Mountain West","kickReturnsOpponent",31
2024,"New Mexico","Mountain West","kickReturnTDs",0
2024,"New Mexico","Mountain West","kickReturnTDsOpponent",0
2024,"New Mexico","Mountain West","kickReturnYards",348
2024,"New Mexico","Mountain West","kickReturnYardsOpponent",724
2024,"New Mexico","Mountain West","netPassingYards",2768
2024,"New Mexico","Mountain West","netPassingYardsOpponent",3350
2024,"New Mexico","Mountain West","passAttempts",390
2024,"New Mexico","Mountain West","passAttemptsOpponent",396
2024,"New Mexico","Mountain West","passCompletions",226
2024,"New Mexico","Mountain West","passCompletionsOpponent",256
2024,"New Mexico","Mountain West","passesIntercepted",3
2024,"New Mexico","Mountain West","passesInterceptedOpponent",10
2024,"New Mexico","Mountain West","passingTDs",12
2024,"New Mexico","Mountain West","passingTDsOpponent",30
2024,"New Mexico","Mountain West","penalties",112
2024,"New Mexico","Mountain West","penaltiesOpponent",82
2024,"New Mexico","Mountain West","penaltyYards",978
2024,"New Mexico","Mountain West","penaltyYardsOpponent",775
2024,"New Mexico","Mountain West","possessionTime",20795
2024,"New Mexico","Mountain West","possessionTimeOpponent",22405
2024,"New Mexico","Mountain West","puntReturns",9
2024,"New Mexico","Mountain West","puntReturnsOpponent",17
2024,"New Mexico","Mountain West","puntReturnTDs",1
2024,"New Mexico","Mountain West","puntReturnTDsOpponent",1
2024,"New Mexico","Mountain West","puntReturnYards",88
2024,"New Mexico","Mountain West","puntReturnYardsOpponent",226
2024,"New Mexico","Mountain West","rushingAttempts",454
2024,"New Mexico","Mountain West","rushingAttemptsOpponent",468
2024,"New Mexico","Mountain West","rushingTDs",37
2024,"New Mexico","Mountain West","rushingTDsOpponent",27
2024,"New Mexico","Mountain West","rushingYards",3048
2024,"New Mexico","Mountain West","rushingYardsOpponent",2561
2024,"New Mexico","Mountain West","sacks",19
2024,"New Mexico","Mountain West","sacksOpponent",5
2024,"New Mexico","Mountain West","tacklesForLoss",47
2024,"New Mexico","Mountain West","tacklesForLossOpponent",26
2024,"New Mexico","Mountain West","thirdDownConversions",64
2024,"New Mexico","Mountain West","thirdDownConversionsOpponent",82
2024,"New Mexico","Mountain West","thirdDowns",149
2024,"New Mexico","Mountain West","thirdDownsOpponent",165
2024,"New Mexico","Mountain West","totalYards",5816
2024,"New Mexico","Mountain West","totalYardsOpponent",5911
2024,"New Mexico","Mountain West","turnovers",19
2024,"New Mexico","Mountain West","turnoversOpponent",10
2024,"New Mexico State","Conference USA","firstDowns",231
2024,"New Mexico State","Conference USA","firstDownsOpponent",255
2024,"New Mexico State","Conference USA","fourthDownConversions",6
2024,"New Mexico State","Conference USA","fourthDownConversionsOpponent",13
2024,"New Mexico State","Conference USA","fourthDowns",16
2024,"New Mexico State","Conference USA","fourthDownsOpponent",23
2024,"New Mexico State","Conference USA","fumblesLost",11
2024,"New Mexico State","Conference USA","fumblesLostOpponent",1
2024,"New Mexico State","Conference USA","fumblesRecovered",1
2024,"New Mexico State","Conference USA","fumblesRecoveredOpponent",11
2024,"New Mexico State","Conference USA","games",12
2024,"New Mexico State","Conference USA","interceptions",12
2024,"New Mexico State","Conference USA","interceptionsOpponent",9
2024,"New Mexico State","Conference USA","interceptionTDs",1
2024,"New Mexico State","Conference USA","interceptionTDsOpponent",0
2024,"New Mexico State","Conference USA","interceptionYards",41
2024,"New Mexico State","Conference USA","interceptionYardsOpponent",152
2024,"New Mexico State","Conference USA","kickReturns",39
2024,"New Mexico State","Conference USA","kickReturnsOpponent",13
2024,"New Mexico State","Conference USA","kickReturnTDs",0
2024,"New Mexico State","Conference USA","kickReturnTDsOpponent",0
2024,"New Mexico State","Conference USA","kickReturnYards",762
2024,"New Mexico State","Conference USA","kickReturnYardsOpponent",309
2024,"New Mexico State","Conference USA","netPassingYards",1718
2024,"New Mexico State","Conference USA","netPassingYardsOpponent",3019
2024,"New Mexico State","Conference USA","passAttempts",320
2024,"New Mexico State","Conference USA","passAttemptsOpponent",382
2024,"New Mexico State","Conference USA","passCompletions",141
2024,"New Mexico State","Conference USA","passCompletionsOpponent",221
2024,"New Mexico State","Conference USA","passesIntercepted",9
2024,"New Mexico State","Conference USA","passesInterceptedOpponent",12
2024,"New Mexico State","Conference USA","passingTDs",12
2024,"New Mexico State","Conference USA","passingTDsOpponent",21
2024,"New Mexico State","Conference USA","penalties",65
2024,"New Mexico State","Conference USA","penaltiesOpponent",84
2024,"New Mexico State","Conference USA","penaltyYards",577
2024,"New Mexico State","Conference USA","penaltyYardsOpponent",908
2024,"New Mexico State","Conference USA","possessionTime",21197
2024,"New Mexico State","Conference USA","possessionTimeOpponent",22663
2024,"New Mexico State","Conference USA","puntReturns",12
2024,"New Mexico State","Conference USA","puntReturnsOpponent",26
2024,"New Mexico State","Conference USA","puntReturnTDs",0
2024,"New Mexico State","Conference USA","puntReturnTDsOpponent",1
2024,"New Mexico State","Conference USA","puntReturnYards",69
2024,"New Mexico State","Conference USA","puntReturnYardsOpponent",328
2024,"New Mexico State","Conference USA","rushingAttempts",495
2024,"New Mexico State","Conference USA","rushingAttemptsOpponent",457
2024,"New Mexico State","Conference USA","rushingTDs",16
2024,"New Mexico State","Conference USA","rushingTDsOpponent",29
2024,"New Mexico State","Conference USA","rushingYards",2151
2024,"New Mexico State","Conference USA","rushingYardsOpponent",2349
2024,"New Mexico State","Conference USA","sacks",14
2024,"New Mexico State","Conference USA","sacksOpponent",29
2024,"New Mexico State","Conference USA","tacklesForLoss",45
2024,"New Mexico State","Conference USA","tacklesForLossOpponent",74
2024,"New Mexico State","Conference USA","thirdDownConversions",70
2024,"New Mexico State","Conference USA","thirdDownConversionsOpponent",79
2024,"New Mexico State","Conference USA","thirdDowns",182
2024,"New Mexico State","Conference USA","thirdDownsOpponent",177
2024,"New Mexico State","Conference USA","totalYards",3869
2024,"New Mexico State","Conference USA","totalYardsOpponent",5368
2024,"New Mexico State","Conference USA","turnovers",23
2024,"New Mexico State","Conference USA","turnoversOpponent",10
2024,"North Carolina","ACC","firstDowns",272
2024,"North Carolina","ACC","firstDownsOpponent",253
2024,"North Carolina","ACC","fourthDownConversions",13
2024,"North Carolina","ACC","fourthDownConversionsOpponent",11
2024,"North Carolina","ACC","fourthDowns",27
2024,"North Carolina","ACC","fourthDownsOpponent",20
2024,"North Carolina","ACC","fumblesLost",8
2024,"North Carolina","ACC","fumblesLostOpponent",6
2024,"North Carolina","ACC","fumblesRecovered",6
2024,"North Carolina","ACC","fumblesRecoveredOpponent",8
2024,"North Carolina","ACC","games",13
2024,"North Carolina","ACC","interceptions",9
2024,"North Carolina","ACC","interceptionsOpponent",9
2024,"North Carolina","ACC","interceptionTDs",3
2024,"North Carolina","ACC","interceptionTDsOpponent",2
2024,"North Carolina","ACC","interceptionYards",210
2024,"North Carolina","ACC","interceptionYardsOpponent",231
2024,"North Carolina","ACC","kickReturns",33
2024,"North Carolina","ACC","kickReturnsOpponent",16
2024,"North Carolina","ACC","kickReturnTDs",2
2024,"North Carolina","ACC","kickReturnTDsOpponent",0
2024,"North Carolina","ACC","kickReturnYards",865
2024,"North Carolina","ACC","kickReturnYardsOpponent",321
2024,"North Carolina","ACC","netPassingYards",2917
2024,"North Carolina","ACC","netPassingYardsOpponent",2943
2024,"North Carolina","ACC","passAttempts",391
2024,"North Carolina","ACC","passAttemptsOpponent",374
2024,"North Carolina","ACC","passCompletions",230
2024,"North Carolina","ACC","passCompletionsOpponent",217
2024,"North Carolina","ACC","passesIntercepted",9
2024,"North Carolina","ACC","passesInterceptedOpponent",9
2024,"North Carolina","ACC","passingTDs",18
2024,"North Carolina","ACC","passingTDsOpponent",19
2024,"North Carolina","ACC","penalties",98
2024,"North Carolina","ACC","penaltiesOpponent",87
2024,"North Carolina","ACC","penaltyYards",832
2024,"North Carolina","ACC","penaltyYardsOpponent",772
2024,"North Carolina","ACC","possessionTime",23123
2024,"North Carolina","ACC","possessionTimeOpponent",23677
2024,"North Carolina","ACC","puntReturns",15
2024,"North Carolina","ACC","puntReturnsOpponent",19
2024,"North Carolina","ACC","puntReturnTDs",2
2024,"North Carolina","ACC","puntReturnTDsOpponent",1
2024,"North Carolina","ACC","puntReturnYards",193
2024,"North Carolina","ACC","puntReturnYardsOpponent",175
2024,"North Carolina","ACC","rushingAttempts",495
2024,"North Carolina","ACC","rushingAttemptsOpponent",490
2024,"North Carolina","ACC","rushingTDs",26
2024,"North Carolina","ACC","rushingTDsOpponent",21
2024,"North Carolina","ACC","rushingYards",2373
2024,"North Carolina","ACC","rushingYardsOpponent",1957
2024,"North Carolina","ACC","sacks",38
2024,"North Carolina","ACC","sacksOpponent",30
2024,"North Carolina","ACC","tacklesForLoss",72
2024,"North Carolina","ACC","tacklesForLossOpponent",75
2024,"North Carolina","ACC","thirdDownConversions",66
2024,"North Carolina","ACC","thirdDownConversionsOpponent",61
2024,"North Carolina","ACC","thirdDowns",176
2024,"North Carolina","ACC","thirdDownsOpponent",174
2024,"North Carolina","ACC","totalYards",5290
2024,"North Carolina","ACC","totalYardsOpponent",4900
2024,"North Carolina","ACC","turnovers",17
2024,"North Carolina","ACC","turnoversOpponent",15
2024,"Northern Illinois","Mid-American","firstDowns",279
2024,"Northern Illinois","Mid-American","firstDownsOpponent",213
2024,"Northern Illinois","Mid-American","fourthDownConversions",15
2024,"Northern Illinois","Mid-American","fourthDownConversionsOpponent",13
2024,"Northern Illinois","Mid-American","fourthDowns",33
2024,"Northern Illinois","Mid-American","fourthDownsOpponent",27
2024,"Northern Illinois","Mid-American","fumblesLost",8
2024,"Northern Illinois","Mid-American","fumblesLostOpponent",5
2024,"Northern Illinois","Mid-American","fumblesRecovered",5
2024,"Northern Illinois","Mid-American","fumblesRecoveredOpponent",8
2024,"Northern Illinois","Mid-American","games",13
2024,"Northern Illinois","Mid-American","interceptions",8
2024,"Northern Illinois","Mid-American","interceptionsOpponent",9
2024,"Northern Illinois","Mid-American","interceptionTDs",0
2024,"Northern Illinois","Mid-American","interceptionTDsOpponent",0
2024,"Northern Illinois","Mid-American","interceptionYards",150
2024,"Northern Illinois","Mid-American","interceptionYardsOpponent",95
2024,"Northern Illinois","Mid-American","kickReturns",21
2024,"Northern Illinois","Mid-American","kickReturnsOpponent",41
2024,"Northern Illinois","Mid-American","kickReturnTDs",1
2024,"Northern Illinois","Mid-American","kickReturnTDsOpponent",0
2024,"Northern Illinois","Mid-American","kickReturnYards",523
2024,"Northern Illinois","Mid-American","kickReturnYardsOpponent",781
2024,"Northern Illinois","Mid-American","netPassingYards",2328
2024,"Northern Illinois","Mid-American","netPassingYardsOpponent",2241
2024,"Northern Illinois","Mid-American","passAttempts",370
2024,"Northern Illinois","Mid-American","passAttemptsOpponent",372
2024,"Northern Illinois","Mid-American","passCompletions",215
2024,"Northern Illinois","Mid-American","passCompletionsOpponent",200
2024,"Northern Illinois","Mid-American","passesIntercepted",9
2024,"Northern Illinois","Mid-American","passesInterceptedOpponent",8
2024,"Northern Illinois","Mid-American","passingTDs",16
2024,"Northern Illinois","Mid-American","passingTDsOpponent",15
2024,"Northern Illinois","Mid-American","penalties",55
2024,"Northern Illinois","Mid-American","penaltiesOpponent",67
2024,"Northern Illinois","Mid-American","penaltyYards",556
2024,"Northern Illinois","Mid-American","penaltyYardsOpponent",592
2024,"Northern Illinois","Mid-American","possessionTime",26012
2024,"Northern Illinois","Mid-American","possessionTimeOpponent",20788
2024,"Northern Illinois","Mid-American","puntReturns",13
2024,"Northern Illinois","Mid-American","puntReturnsOpponent",8
2024,"Northern Illinois","Mid-American","puntReturnTDs",0
2024,"Northern Illinois","Mid-American","puntReturnTDsOpponent",1
2024,"Northern Illinois","Mid-American","puntReturnYards",95
2024,"Northern Illinois","Mid-American","puntReturnYardsOpponent",55
2024,"Northern Illinois","Mid-American","rushingAttempts",557
2024,"Northern Illinois","Mid-American","rushingAttemptsOpponent",410
2024,"Northern Illinois","Mid-American","rushingTDs",22
2024,"Northern Illinois","Mid-American","rushingTDsOpponent",10
2024,"Northern Illinois","Mid-American","rushingYards",2654
2024,"Northern Illinois","Mid-American","rushingYardsOpponent",1465
2024,"Northern Illinois","Mid-American","sacks",34
2024,"Northern Illinois","Mid-American","sacksOpponent",18
2024,"Northern Illinois","Mid-American","tacklesForLoss",71
2024,"Northern Illinois","Mid-American","tacklesForLossOpponent",73
2024,"Northern Illinois","Mid-American","thirdDownConversions",81
2024,"Northern Illinois","Mid-American","thirdDownConversionsOpponent",44
2024,"Northern Illinois","Mid-American","thirdDowns",193
2024,"Northern Illinois","Mid-American","thirdDownsOpponent",168
2024,"Northern Illinois","Mid-American","totalYards",4982
2024,"Northern Illinois","Mid-American","totalYardsOpponent",3706
2024,"Northern Illinois","Mid-American","turnovers",16
2024,"Northern Illinois","Mid-American","turnoversOpponent",14
2024,"North Texas","American Athletic","firstDowns",309
2024,"North Texas","American Athletic","firstDownsOpponent",299
2024,"North Texas","American Athletic","fourthDownConversions",20
2024,"North Texas","American Athletic","fourthDownConversionsOpponent",13
2024,"North Texas","American Athletic","fourthDowns",44
2024,"North Texas","American Athletic","fourthDownsOpponent",29
2024,"North Texas","American Athletic","fumblesLost",8
2024,"North Texas","American Athletic","fumblesLostOpponent",5
2024,"North Texas","American Athletic","fumblesRecovered",5
2024,"North Texas","American Athletic","fumblesRecoveredOpponent",8
2024,"North Texas","American Athletic","games",13
2024,"North Texas","American Athletic","interceptions",14
2024,"North Texas","American Athletic","interceptionsOpponent",11
2024,"North Texas","American Athletic","interceptionTDs",0
2024,"North Texas","American Athletic","interceptionTDsOpponent",2
2024,"North Texas","American Athletic","interceptionYards",146
2024,"North Texas","American Athletic","interceptionYardsOpponent",236
2024,"North Texas","American Athletic","kickReturns",28
2024,"North Texas","American Athletic","kickReturnsOpponent",19
2024,"North Texas","American Athletic","kickReturnTDs",0
2024,"North Texas","American Athletic","kickReturnTDsOpponent",1
2024,"North Texas","American Athletic","kickReturnYards",601
2024,"North Texas","American Athletic","kickReturnYardsOpponent",320
2024,"North Texas","American Athletic","netPassingYards",4267
2024,"North Texas","American Athletic","netPassingYardsOpponent",3440
2024,"North Texas","American Athletic","passAttempts",559
2024,"North Texas","American Athletic","passAttemptsOpponent",426
2024,"North Texas","American Athletic","passCompletions",353
2024,"North Texas","American Athletic","passCompletionsOpponent",261
2024,"North Texas","American Athletic","passesIntercepted",11
2024,"North Texas","American Athletic","passesInterceptedOpponent",14
2024,"North Texas","American Athletic","passingTDs",33
2024,"North Texas","American Athletic","passingTDsOpponent",23
2024,"North Texas","American Athletic","penalties",91
2024,"North Texas","American Athletic","penaltiesOpponent",90
2024,"North Texas","American Athletic","penaltyYards",773
2024,"North Texas","American Athletic","penaltyYardsOpponent",825
2024,"North Texas","American Athletic","possessionTime",20902
2024,"North Texas","American Athletic","possessionTimeOpponent",25907
2024,"North Texas","American Athletic","puntReturns",18
2024,"North Texas","American Athletic","puntReturnsOpponent",7
2024,"North Texas","American Athletic","puntReturnTDs",1
2024,"North Texas","American Athletic","puntReturnTDsOpponent",0
2024,"North Texas","American Athletic","puntReturnYards",206
2024,"North Texas","American Athletic","puntReturnYardsOpponent",12
2024,"North Texas","American Athletic","rushingAttempts",384
2024,"North Texas","American Athletic","rushingAttemptsOpponent",544
2024,"North Texas","American Athletic","rushingTDs",24
2024,"North Texas","American Athletic","rushingTDsOpponent",28
2024,"North Texas","American Athletic","rushingYards",2090
2024,"North Texas","American Athletic","rushingYardsOpponent",2547
2024,"North Texas","American Athletic","sacks",24
2024,"North Texas","American Athletic","sacksOpponent",16
2024,"North Texas","American Athletic","tacklesForLoss",64
2024,"North Texas","American Athletic","tacklesForLossOpponent",75
2024,"North Texas","American Athletic","thirdDownConversions",66
2024,"North Texas","American Athletic","thirdDownConversionsOpponent",79
2024,"North Texas","American Athletic","thirdDowns",178
2024,"North Texas","American Athletic","thirdDownsOpponent",196
2024,"North Texas","American Athletic","totalYards",6357
2024,"North Texas","American Athletic","totalYardsOpponent",5987
2024,"North Texas","American Athletic","turnovers",22
2024,"North Texas","American Athletic","turnoversOpponent",16
2024,"Northwestern","Big Ten","firstDowns",192
2024,"Northwestern","Big Ten","firstDownsOpponent",229
2024,"Northwestern","Big Ten","fourthDownConversions",9
2024,"Northwestern","Big Ten","fourthDownConversionsOpponent",9
2024,"Northwestern","Big Ten","fourthDowns",18
2024,"Northwestern","Big Ten","fourthDownsOpponent",20
2024,"Northwestern","Big Ten","fumblesLost",7
2024,"Northwestern","Big Ten","fumblesLostOpponent",6
2024,"Northwestern","Big Ten","fumblesRecovered",6
2024,"Northwestern","Big Ten","fumblesRecoveredOpponent",7
2024,"Northwestern","Big Ten","games",12
2024,"Northwestern","Big Ten","interceptions",11
2024,"Northwestern","Big Ten","interceptionsOpponent",10
2024,"Northwestern","Big Ten","interceptionTDs",2
2024,"Northwestern","Big Ten","interceptionTDsOpponent",0
2024,"Northwestern","Big Ten","interceptionYards",168
2024,"Northwestern","Big Ten","interceptionYardsOpponent",98
2024,"Northwestern","Big Ten","kickReturns",27
2024,"Northwestern","Big Ten","kickReturnsOpponent",24
2024,"Northwestern","Big Ten","kickReturnTDs",0
2024,"Northwestern","Big Ten","kickReturnTDsOpponent",0
2024,"Northwestern","Big Ten","kickReturnYards",583
2024,"Northwestern","Big Ten","kickReturnYardsOpponent",505
2024,"Northwestern","Big Ten","netPassingYards",2233
2024,"Northwestern","Big Ten","netPassingYardsOpponent",2780
2024,"Northwestern","Big Ten","passAttempts",392
2024,"Northwestern","Big Ten","passAttemptsOpponent",391
2024,"Northwestern","Big Ten","passCompletions",211
2024,"Northwestern","Big Ten","passCompletionsOpponent",245
2024,"Northwestern","Big Ten","passesIntercepted",10
2024,"Northwestern","Big Ten","passesInterceptedOpponent",11
2024,"Northwestern","Big Ten","passingTDs",7
2024,"Northwestern","Big Ten","passingTDsOpponent",15
2024,"Northwestern","Big Ten","penalties",57
2024,"Northwestern","Big Ten","penaltiesOpponent",45
2024,"Northwestern","Big Ten","penaltyYards",465
2024,"Northwestern","Big Ten","penaltyYardsOpponent",386
2024,"Northwestern","Big Ten","possessionTime",21478
2024,"Northwestern","Big Ten","possessionTimeOpponent",21722
2024,"Northwestern","Big Ten","puntReturns",17
2024,"Northwestern","Big Ten","puntReturnsOpponent",25
2024,"Northwestern","Big Ten","puntReturnTDs",1
2024,"Northwestern","Big Ten","puntReturnTDsOpponent",1
2024,"Northwestern","Big Ten","puntReturnYards",258
2024,"Northwestern","Big Ten","puntReturnYardsOpponent",287
2024,"Northwestern","Big Ten","rushingAttempts",352
2024,"Northwestern","Big Ten","rushingAttemptsOpponent",388
2024,"Northwestern","Big Ten","rushingTDs",12
2024,"Northwestern","Big Ten","rushingTDsOpponent",22
2024,"Northwestern","Big Ten","rushingYards",1183
2024,"Northwestern","Big Ten","rushingYardsOpponent",1563
2024,"Northwestern","Big Ten","sacks",23
2024,"Northwestern","Big Ten","sacksOpponent",24
2024,"Northwestern","Big Ten","tacklesForLoss",57
2024,"Northwestern","Big Ten","tacklesForLossOpponent",68
2024,"Northwestern","Big Ten","thirdDownConversions",55
2024,"Northwestern","Big Ten","thirdDownConversionsOpponent",63
2024,"Northwestern","Big Ten","thirdDowns",167
2024,"Northwestern","Big Ten","thirdDownsOpponent",157
2024,"Northwestern","Big Ten","totalYards",3416
2024,"Northwestern","Big Ten","totalYardsOpponent",4343
2024,"Northwestern","Big Ten","turnovers",18
2024,"Northwestern","Big Ten","turnoversOpponent",16
2024,"Notre Dame","FBS Independents","firstDowns",325
2024,"Notre Dame","FBS Independents","firstDownsOpponent",272
2024,"Notre Dame","FBS Independents","fourthDownConversions",22
2024,"Notre Dame","FBS Independents","fourthDownConversionsOpponent",15
2024,"Notre Dame","FBS Independents","fourthDowns",30
2024,"Notre Dame","FBS Independents","fourthDownsOpponent",41
2024,"Notre Dame","FBS Independents","fumblesLost",7
2024,"Notre Dame","FBS Independents","fumblesLostOpponent",13
