"season","team","conference","statName","statValue"
2024,"Colorado","Big 12","possessionTime",21763
2024,"Colorado","Big 12","possessionTimeOpponent",25037
2024,"Colorado","Big 12","puntReturns",17
2024,"Colorado","Big 12","puntReturnsOpponent",24
2024,"Colorado","Big 12","puntReturnTDs",1
2024,"Colorado","Big 12","puntReturnTDsOpponent",1
2024,"Colorado","Big 12","puntReturnYards",197
2024,"Colorado","Big 12","puntReturnYardsOpponent",365
2024,"Colorado","Big 12","rushingAttempts",333
2024,"Colorado","Big 12","rushingAttemptsOpponent",504
2024,"Colorado","Big 12","rushingTDs",15
2024,"Colorado","Big 12","rushingTDsOpponent",17
2024,"Colorado","Big 12","rushingYards",860
2024,"Colorado","Big 12","rushingYardsOpponent",1973
2024,"Colorado","Big 12","sacks",39
2024,"Colorado","Big 12","sacksOpponent",43
2024,"Colorado","Big 12","tacklesForLoss",93
2024,"Colorado","Big 12","tacklesForLossOpponent",83
2024,"Colorado","Big 12","thirdDownConversions",65
2024,"Colorado","Big 12","thirdDownConversionsOpponent",75
2024,"Colorado","Big 12","thirdDowns",159
2024,"Colorado","Big 12","thirdDownsOpponent",189
2024,"Colorado","Big 12","totalYards",4994
2024,"Colorado","Big 12","totalYardsOpponent",4580
2024,"Colorado","Big 12","turnovers",14
2024,"Colorado","Big 12","turnoversOpponent",26
2024,"Colorado State","Mountain West","firstDowns",233
2024,"Colorado State","Mountain West","firstDownsOpponent",261
2024,"Colorado State","Mountain West","fourthDownConversions",18
2024,"Colorado State","Mountain West","fourthDownConversionsOpponent",18
2024,"Colorado State","Mountain West","fourthDowns",29
2024,"Colorado State","Mountain West","fourthDownsOpponent",30
2024,"Colorado State","Mountain West","fumblesLost",10
2024,"Colorado State","Mountain West","fumblesLostOpponent",11
2024,"Colorado State","Mountain West","fumblesRecovered",11
2024,"Colorado State","Mountain West","fumblesRecoveredOpponent",10
2024,"Colorado State","Mountain West","games",13
2024,"Colorado State","Mountain West","interceptions",10
2024,"Colorado State","Mountain West","interceptionsOpponent",10
2024,"Colorado State","Mountain West","interceptionTDs",0
2024,"Colorado State","Mountain West","interceptionTDsOpponent",1
2024,"Colorado State","Mountain West","interceptionYards",18
2024,"Colorado State","Mountain West","interceptionYardsOpponent",176
2024,"Colorado State","Mountain West","kickReturns",19
2024,"Colorado State","Mountain West","kickReturnsOpponent",22
2024,"Colorado State","Mountain West","kickReturnTDs",0
2024,"Colorado State","Mountain West","kickReturnTDsOpponent",0
2024,"Colorado State","Mountain West","kickReturnYards",349
2024,"Colorado State","Mountain West","kickReturnYardsOpponent",456
2024,"Colorado State","Mountain West","netPassingYards",2814
2024,"Colorado State","Mountain West","netPassingYardsOpponent",3046
2024,"Colorado State","Mountain West","passAttempts",388
2024,"Colorado State","Mountain West","passAttemptsOpponent",427
2024,"Colorado State","Mountain West","passCompletions",234
2024,"Colorado State","Mountain West","passCompletionsOpponent",261
2024,"Colorado State","Mountain West","passesIntercepted",10
2024,"Colorado State","Mountain West","passesInterceptedOpponent",10
2024,"Colorado State","Mountain West","passingTDs",16
2024,"Colorado State","Mountain West","passingTDsOpponent",20
2024,"Colorado State","Mountain West","penalties",84
2024,"Colorado State","Mountain West","penaltiesOpponent",87
2024,"Colorado State","Mountain West","penaltyYards",670
2024,"Colorado State","Mountain West","penaltyYardsOpponent",734
2024,"Colorado State","Mountain West","possessionTime",24384
2024,"Colorado State","Mountain West","possessionTimeOpponent",22416
2024,"Colorado State","Mountain West","puntReturns",18
2024,"Colorado State","Mountain West","puntReturnsOpponent",17
2024,"Colorado State","Mountain West","puntReturnTDs",2
2024,"Colorado State","Mountain West","puntReturnTDsOpponent",0
2024,"Colorado State","Mountain West","puntReturnYards",273
2024,"Colorado State","Mountain West","puntReturnYardsOpponent",23
2024,"Colorado State","Mountain West","rushingAttempts",464
2024,"Colorado State","Mountain West","rushingAttemptsOpponent",457
2024,"Colorado State","Mountain West","rushingTDs",20
2024,"Colorado State","Mountain West","rushingTDsOpponent",21
2024,"Colorado State","Mountain West","rushingYards",2244
2024,"Colorado State","Mountain West","rushingYardsOpponent",2095
2024,"Colorado State","Mountain West","sacks",16
2024,"Colorado State","Mountain West","sacksOpponent",10
2024,"Colorado State","Mountain West","tacklesForLoss",58
2024,"Colorado State","Mountain West","tacklesForLossOpponent",62
2024,"Colorado State","Mountain West","thirdDownConversions",65
2024,"Colorado State","Mountain West","thirdDownConversionsOpponent",71
2024,"Colorado State","Mountain West","thirdDowns",180
2024,"Colorado State","Mountain West","thirdDownsOpponent",183
2024,"Colorado State","Mountain West","totalYards",5058
2024,"Colorado State","Mountain West","totalYardsOpponent",5141
2024,"Colorado State","Mountain West","turnovers",20
2024,"Colorado State","Mountain West","turnoversOpponent",21
2024,"Duke","ACC","firstDowns",229
2024,"Duke","ACC","firstDownsOpponent",266
2024,"Duke","ACC","fourthDownConversions",7
2024,"Duke","ACC","fourthDownConversionsOpponent",14
2024,"Duke","ACC","fourthDowns",18
2024,"Duke","ACC","fourthDownsOpponent",24
2024,"Duke","ACC","fumblesLost",6
2024,"Duke","ACC","fumblesLostOpponent",14
2024,"Duke","ACC","fumblesRecovered",14
2024,"Duke","ACC","fumblesRecoveredOpponent",6
2024,"Duke","ACC","games",13
2024,"Duke","ACC","interceptions",13
2024,"Duke","ACC","interceptionsOpponent",13
2024,"Duke","ACC","interceptionTDs",1
2024,"Duke","ACC","interceptionTDsOpponent",2
2024,"Duke","ACC","interceptionYards",211
2024,"Duke","ACC","interceptionYardsOpponent",174
2024,"Duke","ACC","kickReturns",23
2024,"Duke","ACC","kickReturnsOpponent",36
2024,"Duke","ACC","kickReturnTDs",1
2024,"Duke","ACC","kickReturnTDsOpponent",1
2024,"Duke","ACC","kickReturnYards",532
2024,"Duke","ACC","kickReturnYardsOpponent",766
2024,"Duke","ACC","netPassingYards",3175
2024,"Duke","ACC","netPassingYardsOpponent",2777
2024,"Duke","ACC","passAttempts",467
2024,"Duke","ACC","passAttemptsOpponent",425
2024,"Duke","ACC","passCompletions",280
2024,"Duke","ACC","passCompletionsOpponent",247
2024,"Duke","ACC","passesIntercepted",13
2024,"Duke","ACC","passesInterceptedOpponent",13
2024,"Duke","ACC","passingTDs",28
2024,"Duke","ACC","passingTDsOpponent",19
2024,"Duke","ACC","penalties",67
2024,"Duke","ACC","penaltiesOpponent",87
2024,"Duke","ACC","penaltyYards",651
2024,"Duke","ACC","penaltyYardsOpponent",761
2024,"Duke","ACC","possessionTime",21368
2024,"Duke","ACC","possessionTimeOpponent",25432
2024,"Duke","ACC","puntReturns",26
2024,"Duke","ACC","puntReturnsOpponent",21
2024,"Duke","ACC","puntReturnTDs",0
2024,"Duke","ACC","puntReturnTDsOpponent",0
2024,"Duke","ACC","puntReturnYards",251
2024,"Duke","ACC","puntReturnYardsOpponent",109
2024,"Duke","ACC","rushingAttempts",380
2024,"Duke","ACC","rushingAttemptsOpponent",518
2024,"Duke","ACC","rushingTDs",13
2024,"Duke","ACC","rushingTDsOpponent",15
2024,"Duke","ACC","rushingYards",1204
2024,"Duke","ACC","rushingYardsOpponent",1943
2024,"Duke","ACC","sacks",44
2024,"Duke","ACC","sacksOpponent",12
2024,"Duke","ACC","tacklesForLoss",116
2024,"Duke","ACC","tacklesForLossOpponent",72
2024,"Duke","ACC","thirdDownConversions",52
2024,"Duke","ACC","thirdDownConversionsOpponent",68
2024,"Duke","ACC","thirdDowns",176
2024,"Duke","ACC","thirdDownsOpponent",201
2024,"Duke","ACC","totalYards",4379
2024,"Duke","ACC","totalYardsOpponent",4720
2024,"Duke","ACC","turnovers",19
2024,"Duke","ACC","turnoversOpponent",27
2024,"East Carolina","American Athletic","firstDowns",283
2024,"East Carolina","American Athletic","firstDownsOpponent",275
2024,"East Carolina","American Athletic","fourthDownConversions",10
2024,"East Carolina","American Athletic","fourthDownConversionsOpponent",16
2024,"East Carolina","American Athletic","fourthDowns",18
2024,"East Carolina","American Athletic","fourthDownsOpponent",35
2024,"East Carolina","American Athletic","fumblesLost",7
2024,"East Carolina","American Athletic","fumblesLostOpponent",8
2024,"East Carolina","American Athletic","fumblesRecovered",8
2024,"East Carolina","American Athletic","fumblesRecoveredOpponent",7
2024,"East Carolina","American Athletic","games",13
2024,"East Carolina","American Athletic","interceptions",23
2024,"East Carolina","American Athletic","interceptionsOpponent",14
2024,"East Carolina","American Athletic","interceptionTDs",3
2024,"East Carolina","American Athletic","interceptionTDsOpponent",2
2024,"East Carolina","American Athletic","interceptionYards",204
2024,"East Carolina","American Athletic","interceptionYardsOpponent",292
2024,"East Carolina","American Athletic","kickReturns",31
2024,"East Carolina","American Athletic","kickReturnsOpponent",39
2024,"East Carolina","American Athletic","kickReturnTDs",1
2024,"East Carolina","American Athletic","kickReturnTDsOpponent",0
2024,"East Carolina","American Athletic","kickReturnYards",714
2024,"East Carolina","American Athletic","kickReturnYardsOpponent",763
2024,"East Carolina","American Athletic","netPassingYards",3432
2024,"East Carolina","American Athletic","netPassingYardsOpponent",3059
2024,"East Carolina","American Athletic","passAttempts",428
2024,"East Carolina","American Athletic","passAttemptsOpponent",425
2024,"East Carolina","American Athletic","passCompletions",258
2024,"East Carolina","American Athletic","passCompletionsOpponent",255
2024,"East Carolina","American Athletic","passesIntercepted",14
2024,"East Carolina","American Athletic","passesInterceptedOpponent",23
2024,"East Carolina","American Athletic","passingTDs",26
2024,"East Carolina","American Athletic","passingTDsOpponent",24
2024,"East Carolina","American Athletic","penalties",99
2024,"East Carolina","American Athletic","penaltiesOpponent",90
2024,"East Carolina","American Athletic","penaltyYards",823
2024,"East Carolina","American Athletic","penaltyYardsOpponent",791
2024,"East Carolina","American Athletic","possessionTime",19646
2024,"East Carolina","American Athletic","possessionTimeOpponent",27154
2024,"East Carolina","American Athletic","puntReturns",23
2024,"East Carolina","American Athletic","puntReturnsOpponent",12
2024,"East Carolina","American Athletic","puntReturnTDs",0
2024,"East Carolina","American Athletic","puntReturnTDsOpponent",0
2024,"East Carolina","American Athletic","puntReturnYards",169
2024,"East Carolina","American Athletic","puntReturnYardsOpponent",77
2024,"East Carolina","American Athletic","rushingAttempts",471
2024,"East Carolina","American Athletic","rushingAttemptsOpponent",543
2024,"East Carolina","American Athletic","rushingTDs",23
2024,"East Carolina","American Athletic","rushingTDsOpponent",21
2024,"East Carolina","American Athletic","rushingYards",2241
2024,"East Carolina","American Athletic","rushingYardsOpponent",2212
2024,"East Carolina","American Athletic","sacks",19
2024,"East Carolina","American Athletic","sacksOpponent",20
2024,"East Carolina","American Athletic","tacklesForLoss",91
2024,"East Carolina","American Athletic","tacklesForLossOpponent",58
2024,"East Carolina","American Athletic","thirdDownConversions",83
2024,"East Carolina","American Athletic","thirdDownConversionsOpponent",80
2024,"East Carolina","American Athletic","thirdDowns",185
2024,"East Carolina","American Athletic","thirdDownsOpponent",203
2024,"East Carolina","American Athletic","totalYards",5673
2024,"East Carolina","American Athletic","totalYardsOpponent",5271
2024,"East Carolina","American Athletic","turnovers",30
2024,"East Carolina","American Athletic","turnoversOpponent",22
2024,"Eastern Michigan","Mid-American","firstDowns",255
2024,"Eastern Michigan","Mid-American","firstDownsOpponent",236
2024,"Eastern Michigan","Mid-American","fourthDownConversions",16
2024,"Eastern Michigan","Mid-American","fourthDownConversionsOpponent",8
2024,"Eastern Michigan","Mid-American","fourthDowns",29
2024,"Eastern Michigan","Mid-American","fourthDownsOpponent",23
2024,"Eastern Michigan","Mid-American","fumblesLost",7
2024,"Eastern Michigan","Mid-American","fumblesLostOpponent",10
2024,"Eastern Michigan","Mid-American","fumblesRecovered",10
2024,"Eastern Michigan","Mid-American","fumblesRecoveredOpponent",8
2024,"Eastern Michigan","Mid-American","games",12
2024,"Eastern Michigan","Mid-American","interceptions",10
2024,"Eastern Michigan","Mid-American","interceptionsOpponent",5
2024,"Eastern Michigan","Mid-American","interceptionTDs",0
2024,"Eastern Michigan","Mid-American","interceptionTDsOpponent",1
2024,"Eastern Michigan","Mid-American","interceptionYards",23
2024,"Eastern Michigan","Mid-American","interceptionYardsOpponent",112
2024,"Eastern Michigan","Mid-American","kickReturns",22
2024,"Eastern Michigan","Mid-American","kickReturnsOpponent",23
2024,"Eastern Michigan","Mid-American","kickReturnTDs",0
2024,"Eastern Michigan","Mid-American","kickReturnTDsOpponent",0
2024,"Eastern Michigan","Mid-American","kickReturnYards",404
2024,"Eastern Michigan","Mid-American","kickReturnYardsOpponent",476
2024,"Eastern Michigan","Mid-American","netPassingYards",2824
2024,"Eastern Michigan","Mid-American","netPassingYardsOpponent",2652
2024,"Eastern Michigan","Mid-American","passAttempts",415
2024,"Eastern Michigan","Mid-American","passAttemptsOpponent",310
2024,"Eastern Michigan","Mid-American","passCompletions",248
2024,"Eastern Michigan","Mid-American","passCompletionsOpponent",197
2024,"Eastern Michigan","Mid-American","passesIntercepted",5
2024,"Eastern Michigan","Mid-American","passesInterceptedOpponent",10
2024,"Eastern Michigan","Mid-American","passingTDs",17
2024,"Eastern Michigan","Mid-American","passingTDsOpponent",22
2024,"Eastern Michigan","Mid-American","penalties",78
2024,"Eastern Michigan","Mid-American","penaltiesOpponent",87
2024,"Eastern Michigan","Mid-American","penaltyYards",749
2024,"Eastern Michigan","Mid-American","penaltyYardsOpponent",775
2024,"Eastern Michigan","Mid-American","possessionTime",22395
2024,"Eastern Michigan","Mid-American","possessionTimeOpponent",20805
2024,"Eastern Michigan","Mid-American","puntReturns",21
2024,"Eastern Michigan","Mid-American","puntReturnsOpponent",16
2024,"Eastern Michigan","Mid-American","puntReturnTDs",1
2024,"Eastern Michigan","Mid-American","puntReturnTDsOpponent",0
2024,"Eastern Michigan","Mid-American","puntReturnYards",78
2024,"Eastern Michigan","Mid-American","puntReturnYardsOpponent",116
2024,"Eastern Michigan","Mid-American","rushingAttempts",472
2024,"Eastern Michigan","Mid-American","rushingAttemptsOpponent",428
2024,"Eastern Michigan","Mid-American","rushingTDs",17
2024,"Eastern Michigan","Mid-American","rushingTDsOpponent",19
2024,"Eastern Michigan","Mid-American","rushingYards",1707
2024,"Eastern Michigan","Mid-American","rushingYardsOpponent",1997
2024,"Eastern Michigan","Mid-American","sacks",25
2024,"Eastern Michigan","Mid-American","sacksOpponent",35
2024,"Eastern Michigan","Mid-American","tacklesForLoss",71
2024,"Eastern Michigan","Mid-American","tacklesForLossOpponent",77
2024,"Eastern Michigan","Mid-American","thirdDownConversions",80
2024,"Eastern Michigan","Mid-American","thirdDownConversionsOpponent",53
2024,"Eastern Michigan","Mid-American","thirdDowns",194
2024,"Eastern Michigan","Mid-American","thirdDownsOpponent",148
2024,"Eastern Michigan","Mid-American","totalYards",4531
2024,"Eastern Michigan","Mid-American","totalYardsOpponent",4649
2024,"Eastern Michigan","Mid-American","turnovers",17
2024,"Eastern Michigan","Mid-American","turnoversOpponent",15
2024,"Florida","SEC","firstDowns",250
2024,"Florida","SEC","firstDownsOpponent",281
2024,"Florida","SEC","fourthDownConversions",8
2024,"Florida","SEC","fourthDownConversionsOpponent",15
2024,"Florida","SEC","fourthDowns",15
2024,"Florida","SEC","fourthDownsOpponent",29
2024,"Florida","SEC","fumblesLost",4
2024,"Florida","SEC","fumblesLostOpponent",11
2024,"Florida","SEC","fumblesRecovered",11
2024,"Florida","SEC","fumblesRecoveredOpponent",5
2024,"Florida","SEC","games",13
2024,"Florida","SEC","interceptions",14
2024,"Florida","SEC","interceptionsOpponent",14
2024,"Florida","SEC","interceptionTDs",1
2024,"Florida","SEC","interceptionTDsOpponent",1
2024,"Florida","SEC","interceptionYards",167
2024,"Florida","SEC","interceptionYardsOpponent",237
2024,"Florida","SEC","kickReturns",15
2024,"Florida","SEC","kickReturnsOpponent",15
2024,"Florida","SEC","kickReturnTDs",0
2024,"Florida","SEC","kickReturnTDsOpponent",1
2024,"Florida","SEC","kickReturnYards",305
2024,"Florida","SEC","kickReturnYardsOpponent",338
2024,"Florida","SEC","netPassingYards",2934
2024,"Florida","SEC","netPassingYardsOpponent",2957
2024,"Florida","SEC","passAttempts",339
2024,"Florida","SEC","passAttemptsOpponent",421
2024,"Florida","SEC","passCompletions",208
2024,"Florida","SEC","passCompletionsOpponent",244
2024,"Florida","SEC","passesIntercepted",14
2024,"Florida","SEC","passesInterceptedOpponent",14
2024,"Florida","SEC","passingTDs",18
2024,"Florida","SEC","passingTDsOpponent",18
2024,"Florida","SEC","penalties",77
2024,"Florida","SEC","penaltiesOpponent",63
2024,"Florida","SEC","penaltyYards",702
2024,"Florida","SEC","penaltyYardsOpponent",573
2024,"Florida","SEC","possessionTime",22315
2024,"Florida","SEC","possessionTimeOpponent",24485
2024,"Florida","SEC","puntReturns",15
2024,"Florida","SEC","puntReturnsOpponent",17
2024,"Florida","SEC","puntReturnTDs",0
2024,"Florida","SEC","puntReturnTDsOpponent",0
2024,"Florida","SEC","puntReturnYards",187
2024,"Florida","SEC","puntReturnYardsOpponent",119
2024,"Florida","SEC","rushingAttempts",460
2024,"Florida","SEC","rushingAttemptsOpponent",510
2024,"Florida","SEC","rushingTDs",26
2024,"Florida","SEC","rushingTDsOpponent",17
2024,"Florida","SEC","rushingYards",2128
2024,"Florida","SEC","rushingYardsOpponent",1949
2024,"Florida","SEC","sacks",40
2024,"Florida","SEC","sacksOpponent",20
2024,"Florida","SEC","tacklesForLoss",86
2024,"Florida","SEC","tacklesForLossOpponent",65
2024,"Florida","SEC","thirdDownConversions",62
2024,"Florida","SEC","thirdDownConversionsOpponent",73
2024,"Florida","SEC","thirdDowns",161
2024,"Florida","SEC","thirdDownsOpponent",184
2024,"Florida","SEC","totalYards",5062
2024,"Florida","SEC","totalYardsOpponent",4906
2024,"Florida","SEC","turnovers",18
2024,"Florida","SEC","turnoversOpponent",25
2024,"Florida Atlantic","American Athletic","firstDowns",234
2024,"Florida Atlantic","American Athletic","firstDownsOpponent",252
2024,"Florida Atlantic","American Athletic","fourthDownConversions",16
2024,"Florida Atlantic","American Athletic","fourthDownConversionsOpponent",15
2024,"Florida Atlantic","American Athletic","fourthDowns",34
2024,"Florida Atlantic","American Athletic","fourthDownsOpponent",23
2024,"Florida Atlantic","American Athletic","fumblesLost",7
2024,"Florida Atlantic","American Athletic","fumblesLostOpponent",8
2024,"Florida Atlantic","American Athletic","fumblesRecovered",8
2024,"Florida Atlantic","American Athletic","fumblesRecoveredOpponent",7
2024,"Florida Atlantic","American Athletic","games",12
2024,"Florida Atlantic","American Athletic","interceptions",11
2024,"Florida Atlantic","American Athletic","interceptionsOpponent",11
2024,"Florida Atlantic","American Athletic","interceptionTDs",1
2024,"Florida Atlantic","American Athletic","interceptionTDsOpponent",0
2024,"Florida Atlantic","American Athletic","interceptionYards",256
2024,"Florida Atlantic","American Athletic","interceptionYardsOpponent",83
2024,"Florida Atlantic","American Athletic","kickReturns",21
2024,"Florida Atlantic","American Athletic","kickReturnsOpponent",11
2024,"Florida Atlantic","American Athletic","kickReturnTDs",0
2024,"Florida Atlantic","American Athletic","kickReturnTDsOpponent",0
2024,"Florida Atlantic","American Athletic","kickReturnYards",391
2024,"Florida Atlantic","American Athletic","kickReturnYardsOpponent",277
2024,"Florida Atlantic","American Athletic","netPassingYards",2503
2024,"Florida Atlantic","American Athletic","netPassingYardsOpponent",2798
2024,"Florida Atlantic","American Athletic","passAttempts",350
2024,"Florida Atlantic","American Athletic","passAttemptsOpponent",378
2024,"Florida Atlantic","American Athletic","passCompletions",205
2024,"Florida Atlantic","American Athletic","passCompletionsOpponent",211
2024,"Florida Atlantic","American Athletic","passesIntercepted",11
2024,"Florida Atlantic","American Athletic","passesInterceptedOpponent",11
2024,"Florida Atlantic","American Athletic","passingTDs",14
2024,"Florida Atlantic","American Athletic","passingTDsOpponent",25
2024,"Florida Atlantic","American Athletic","penalties",79
2024,"Florida Atlantic","American Athletic","penaltiesOpponent",72
2024,"Florida Atlantic","American Athletic","penaltyYards",619
2024,"Florida Atlantic","American Athletic","penaltyYardsOpponent",631
2024,"Florida Atlantic","American Athletic","possessionTime",21871
2024,"Florida Atlantic","American Athletic","possessionTimeOpponent",21329
2024,"Florida Atlantic","American Athletic","puntReturns",15
2024,"Florida Atlantic","American Athletic","puntReturnsOpponent",22
2024,"Florida Atlantic","American Athletic","puntReturnTDs",0
2024,"Florida Atlantic","American Athletic","puntReturnTDsOpponent",0
2024,"Florida Atlantic","American Athletic","puntReturnYards",71
2024,"Florida Atlantic","American Athletic","puntReturnYardsOpponent",106
2024,"Florida Atlantic","American Athletic","rushingAttempts",456
2024,"Florida Atlantic","American Athletic","rushingAttemptsOpponent",447
2024,"Florida Atlantic","American Athletic","rushingTDs",24
2024,"Florida Atlantic","American Athletic","rushingTDsOpponent",18
2024,"Florida Atlantic","American Athletic","rushingYards",2270
2024,"Florida Atlantic","American Athletic","rushingYardsOpponent",2208
2024,"Florida Atlantic","American Athletic","sacks",17
2024,"Florida Atlantic","American Athletic","sacksOpponent",32
2024,"Florida Atlantic","American Athletic","tacklesForLoss",68
2024,"Florida Atlantic","American Athletic","tacklesForLossOpponent",82
2024,"Florida Atlantic","American Athletic","thirdDownConversions",55
2024,"Florida Atlantic","American Athletic","thirdDownConversionsOpponent",60
2024,"Florida Atlantic","American Athletic","thirdDowns",159
2024,"Florida Atlantic","American Athletic","thirdDownsOpponent",162
2024,"Florida Atlantic","American Athletic","totalYards",4773
2024,"Florida Atlantic","American Athletic","totalYardsOpponent",5006
2024,"Florida Atlantic","American Athletic","turnovers",18
2024,"Florida Atlantic","American Athletic","turnoversOpponent",19
2024,"Florida International","Conference USA","firstDowns",215
2024,"Florida International","Conference USA","firstDownsOpponent",235
2024,"Florida International","Conference USA","fourthDownConversions",14
2024,"Florida International","Conference USA","fourthDownConversionsOpponent",21
2024,"Florida International","Conference USA","fourthDowns",26
2024,"Florida International","Conference USA","fourthDownsOpponent",31
2024,"Florida International","Conference USA","fumblesLost",8
2024,"Florida International","Conference USA","fumblesLostOpponent",5
2024,"Florida International","Conference USA","fumblesRecovered",5
2024,"Florida International","Conference USA","fumblesRecoveredOpponent",8
2024,"Florida International","Conference USA","games",12
2024,"Florida International","Conference USA","interceptions",11
2024,"Florida International","Conference USA","interceptionsOpponent",11
2024,"Florida International","Conference USA","interceptionTDs",2
2024,"Florida International","Conference USA","interceptionTDsOpponent",0
2024,"Florida International","Conference USA","interceptionYards",286
2024,"Florida International","Conference USA","interceptionYardsOpponent",189
2024,"Florida International","Conference USA","kickReturns",27
2024,"Florida International","Conference USA","kickReturnsOpponent",43
2024,"Florida International","Conference USA","kickReturnTDs",0
2024,"Florida International","Conference USA","kickReturnTDsOpponent",0
2024,"Florida International","Conference USA","kickReturnYards",689
2024,"Florida International","Conference USA","kickReturnYardsOpponent",953
2024,"Florida International","Conference USA","netPassingYards",2753
2024,"Florida International","Conference USA","netPassingYardsOpponent",2155
2024,"Florida International","Conference USA","passAttempts",334
2024,"Florida International","Conference USA","passAttemptsOpponent",356
2024,"Florida International","Conference USA","passCompletions",206
2024,"Florida International","Conference USA","passCompletionsOpponent",211
2024,"Florida International","Conference USA","passesIntercepted",11
2024,"Florida International","Conference USA","passesInterceptedOpponent",11
2024,"Florida International","Conference USA","passingTDs",24
2024,"Florida International","Conference USA","passingTDsOpponent",9
2024,"Florida International","Conference USA","penalties",66
2024,"Florida International","Conference USA","penaltiesOpponent",79
2024,"Florida International","Conference USA","penaltyYards",569
2024,"Florida International","Conference USA","penaltyYardsOpponent",658
2024,"Florida International","Conference USA","possessionTime",20648
2024,"Florida International","Conference USA","possessionTimeOpponent",22552
2024,"Florida International","Conference USA","puntReturns",17
2024,"Florida International","Conference USA","puntReturnsOpponent",17
2024,"Florida International","Conference USA","puntReturnTDs",0
2024,"Florida International","Conference USA","puntReturnTDsOpponent",0
2024,"Florida International","Conference USA","puntReturnYards",78
2024,"Florida International","Conference USA","puntReturnYardsOpponent",127
2024,"Florida International","Conference USA","rushingAttempts",395
2024,"Florida International","Conference USA","rushingAttemptsOpponent",490
2024,"Florida International","Conference USA","rushingTDs",16
2024,"Florida International","Conference USA","rushingTDsOpponent",28
2024,"Florida International","Conference USA","rushingYards",1460
2024,"Florida International","Conference USA","rushingYardsOpponent",2301
2024,"Florida International","Conference USA","sacks",18
2024,"Florida International","Conference USA","sacksOpponent",17
2024,"Florida International","Conference USA","tacklesForLoss",47
2024,"Florida International","Conference USA","tacklesForLossOpponent",62
2024,"Florida International","Conference USA","thirdDownConversions",45
2024,"Florida International","Conference USA","thirdDownConversionsOpponent",55
2024,"Florida International","Conference USA","thirdDowns",145
2024,"Florida International","Conference USA","thirdDownsOpponent",171
2024,"Florida International","Conference USA","totalYards",4213
2024,"Florida International","Conference USA","totalYardsOpponent",4456
2024,"Florida International","Conference USA","turnovers",19
2024,"Florida International","Conference USA","turnoversOpponent",16
2024,"Florida State","ACC","firstDowns",182
2024,"Florida State","ACC","firstDownsOpponent",252
2024,"Florida State","ACC","fourthDownConversions",20
2024,"Florida State","ACC","fourthDownConversionsOpponent",11
2024,"Florida State","ACC","fourthDowns",32
2024,"Florida State","ACC","fourthDownsOpponent",17
2024,"Florida State","ACC","fumblesLost",9
2024,"Florida State","ACC","fumblesLostOpponent",2
2024,"Florida State","ACC","fumblesRecovered",2
2024,"Florida State","ACC","fumblesRecoveredOpponent",9
2024,"Florida State","ACC","games",12
2024,"Florida State","ACC","interceptions",13
2024,"Florida State","ACC","interceptionsOpponent",4
2024,"Florida State","ACC","interceptionTDs",0
2024,"Florida State","ACC","interceptionTDsOpponent",3
2024,"Florida State","ACC","interceptionYards",69
2024,"Florida State","ACC","interceptionYardsOpponent",334
2024,"Florida State","ACC","kickReturns",25
2024,"Florida State","ACC","kickReturnsOpponent",7
2024,"Florida State","ACC","kickReturnTDs",1
2024,"Florida State","ACC","kickReturnTDsOpponent",0
2024,"Florida State","ACC","kickReturnYards",541
2024,"Florida State","ACC","kickReturnYardsOpponent",178
2024,"Florida State","ACC","netPassingYards",2164
2024,"Florida State","ACC","netPassingYardsOpponent",2415
2024,"Florida State","ACC","passAttempts",355
2024,"Florida State","ACC","passAttemptsOpponent",326
2024,"Florida State","ACC","passCompletions",179
2024,"Florida State","ACC","passCompletionsOpponent",204
2024,"Florida State","ACC","passesIntercepted",4
2024,"Florida State","ACC","passesInterceptedOpponent",13
2024,"Florida State","ACC","passingTDs",11
2024,"Florida State","ACC","passingTDsOpponent",16
2024,"Florida State","ACC","penalties",67
2024,"Florida State","ACC","penaltiesOpponent",57
2024,"Florida State","ACC","penaltyYards",575
2024,"Florida State","ACC","penaltyYardsOpponent",526
2024,"Florida State","ACC","possessionTime",19572
2024,"Florida State","ACC","possessionTimeOpponent",23557
2024,"Florida State","ACC","puntReturns",14
2024,"Florida State","ACC","puntReturnsOpponent",27
2024,"Florida State","ACC","puntReturnTDs",0
2024,"Florida State","ACC","puntReturnTDsOpponent",0
2024,"Florida State","ACC","puntReturnYards",33
2024,"Florida State","ACC","puntReturnYardsOpponent",164
2024,"Florida State","ACC","rushingAttempts",377
2024,"Florida State","ACC","rushingAttemptsOpponent",472
2024,"Florida State","ACC","rushingTDs",8
2024,"Florida State","ACC","rushingTDsOpponent",21
2024,"Florida State","ACC","rushingYards",1089
2024,"Florida State","ACC","rushingYardsOpponent",2242
2024,"Florida State","ACC","sacks",24
2024,"Florida State","ACC","sacksOpponent",46
2024,"Florida State","ACC","tacklesForLoss",69
2024,"Florida State","ACC","tacklesForLossOpponent",90
2024,"Florida State","ACC","thirdDownConversions",46
2024,"Florida State","ACC","thirdDownConversionsOpponent",76
2024,"Florida State","ACC","thirdDowns",160
2024,"Florida State","ACC","thirdDownsOpponent",170
2024,"Florida State","ACC","totalYards",3253
2024,"Florida State","ACC","totalYardsOpponent",4657
2024,"Florida State","ACC","turnovers",22
